X1	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
LOC109498168	0	0	0	0	0	16	17	0	0
LOC109498167	0	0	0	0	0	15	16	0	0
LOC111559920	0	0	0	0	0	2	0	0	0
LOC109498169	0	0	0	0	0	0	3	0	0
LOC111559710	0	0	0	0	1	16	9	0	0
ASB3	843	785	660	1302	1757	173	218	614	729
CHAC2	25	34	26	33	46	67	83	16	20
ERLEC1	2531	3241	2545	2723	3765	151	86	2625	3053
LOC111559997	0	0	0	0	1	1	5	0	0
GPR75	1	0	0	2	2	93	127	19	5
PSME4	3340	5741	4680	4180	5277	316	321	2671	3103
LOC109498173	8	10	1	8	7	10	13	2	8
ACYP2	39	70	57	66	65	11	44	44	51
TSPYL6	1	0	0	1	0	40	48	0	1
CA3H2orf73	7	6	3	1	2	20	32	2	4
LOC111559939	0	0	0	0	0	1	0	0	0
SPTBN1	14791	25417	20991	18640	23085	915	775	20594	22309
LOC111560006	0	1	1	1	1	1	1	0	1
LOC111559970	0	0	0	0	0	24	15	0	0
EML6	65	74	58	46	32	360	385	35	47
LOC111560007	0	0	0	0	0	0	0	0	0
LOC109498174	1	1	0	0	0	15	26	2	1
RTN4	8082	10316	8797	9009	12928	257	208	7401	9573
CLHC1	54	72	52	63	81	90	147	53	81
RPS27A	11029	12372	9791	13495	18460	1113	685	7530	9462
MTIF2	623	592	439	558	832	136	124	467	554
LOC101093429	171	193	152	210	277	23	35	111	175
CCDC88A	1906	2843	2159	1937	2666	244	265	1049	1138
CFAP36	632	608	464	743	1054	148	162	432	511
PPP4R3B	1633	2356	1806	3011	4141	352	250	1425	1675
PNPT1	1240	1476	1189	984	1295	95	88	743	991
LOC102900069	7	10	5	6	6	103	98	5	5
EFEMP1	839	4735	3643	1238	1597	63	102	2660	2906
LOC111560013	0	2	0	0	0	6	6	0	1
LOC109498176	2	5	0	1	2	32	35	1	4
LOC111559817	1	5	0	1	0	10	14	0	1
LOC109498177	6	6	1	3	0	22	21	5	5
CCDC85A	1	2	1	0	0	35	45	1	0
LOC109498180	0	0	0	0	0	4	8	0	0
LOC109498601	0	0	0	0	0	9	3	0	0
VRK2	432	435	369	497	670	108	140	229	345
FANCL	75	76	54	95	111	34	34	10	46
LOC111559904	0	0	0	0	0	28	25	0	0
LOC109498183	0	0	0	0	0	26	30	0	0
LOC109498181	1	0	0	0	0	188	264	2	0
LOC109498182	0	0	0	0	0	11	15	0	0
LOC111559922	0	0	0	0	0	0	0	0	0
LOC111559818	0	0	0	0	0	14	11	0	0
LOC111559819	0	0	0	0	0	7	6	0	0
LOC111559711	0	1	0	0	0	17	31	0	0
BCL11A	2	1	3	1	3	112	162	0	0
LOC109496743	0	0	0	0	0	15	28	0	0
PAPOLG	445	449	360	414	635	182	147	250	325
LOC111560015	1	1	2	3	3	3	2	0	0
LOC102901194	4	8	3	8	7	4	22	3	3
REL	93	105	85	81	99	144	126	50	73
LOC109498185	3	3	1	1	3	28	30	2	2
PUS10	245	241	181	243	329	76	80	120	139
PEX13	684	845	687	905	1077	48	44	471	652
KIAA1841	448	403	288	555	762	135	98	227	325
LOC111560016	0	0	0	0	0	1	3	0	0
CA3H2orf74	0	0	1	0	0	12	9	0	0
LOC109498186	0	0	0	0	0	15	21	0	0
AHSA2P	17	28	14	26	18	22	39	9	9
USP34	3754	4463	3427	4851	6166	765	636	2201	2809
LOC111560002	0	0	0	0	0	3	2	0	0
LOC102902567	1	4	5	5	3	6	7	4	7
XPO1	4145	4235	3264	4701	6329	393	238	2621	3134
LOC111559712	0	0	0	1	0	7	15	0	0
FAM161A	214	349	256	518	648	45	86	221	308
LOC109498187	1	1	0	0	2	39	51	1	0
LOC111559820	1	1	2	7	14	25	16	0	3
CCT4	4709	4790	3848	6284	8636	247	153	3727	4458
COMMD1	330	337	290	393	475	72	80	199	277
B3GNT2	2291	2632	1959	2815	3994	154	100	1547	1882
LOC111559909	0	0	1	0	0	0	1	0	0
LOC111559821	0	0	0	0	0	20	35	0	1
TMEM17	324	233	192	315	376	33	43	219	307
EHBP1	567	573	465	539	792	277	242	533	588
LOC111559822	0	0	0	0	0	13	34	0	0
LOC109498522	2	0	0	1	0	10	11	0	0
OTX1	3	0	0	1	1	95	79	1	0
WDPCP	63	91	93	104	146	66	85	68	96
MDH1	2816	3098	2534	2995	3848	111	84	2135	2653
UGP2	4265	3922	3160	5688	8304	106	120	2173	2756
VPS54	989	1115	830	1468	1865	221	245	625	815
LOC109498190	14	17	6	11	17	9	19	6	10
LOC109498189	17	17	8	22	15	16	20	11	14
PELI1	1231	1056	947	1155	1785	160	217	817	955
LOC111559823	0	0	0	0	0	16	17	0	0
LOC102902363	0	0	0	1	3	69	91	0	2
LOC111559713	1	1	5	4	5	37	43	1	0
LOC109498602	0	0	0	1	0	14	22	0	1
LOC111559825	0	1	0	1	0	6	12	0	1
LGALSL	344	688	559	527	775	57	52	405	494
AFTPH	817	1100	900	1035	1361	163	157	688	883
SERTAD2	747	765	590	926	1034	264	229	353	453
LOC102899355	0	0	0	0	0	59	85	0	0
LOC109498603	1	0	0	0	0	11	9	0	1
SLC1A4	1134	1220	1096	1688	1844	63	52	740	922
CEP68	474	529	421	685	800	148	176	398	418
RAB1A	6137	8378	6736	6734	9304	153	136	6362	7703
LOC101091687	0	0	0	0	0	20	41	0	0
LOC109498195	1	0	0	0	0	6	11	0	2
ACTR2	5665	6256	4774	9738	15615	965	498	3910	4452
SPRED2	265	242	191	324	438	122	151	188	212
LOC102899646	4	4	0	1	8	117	146	4	5
LOC109498605	0	0	0	0	0	3	1	0	0
LOC101092677	0	0	0	0	0	3	3	0	0
LOC109498607	0	0	0	0	0	17	22	0	0
MEIS1	315	304	276	384	497	141	158	241	255
LOC111559828	2	3	0	1	2	84	100	5	6
LOC109498201	1	0	1	5	2	32	36	0	0
LOC111559827	0	0	0	0	2	16	17	0	0
LOC109498204	3	0	0	2	0	69	92	0	0
LOC111559714	0	0	0	0	0	5	4	0	0
LOC109498206	2	0	0	3	1	19	31	2	1
LOC111559829	2	0	0	0	0	17	38	0	0
ETAA1	918	912	684	1047	1390	121	87	454	572
LOC111556217	1	0	0	1	0	93	105	0	0
LOC101089183	0	0	1	0	0	34	36	0	0
LOC109498205	0	0	0	0	0	28	35	0	0
C1D	1062	1195	830	1240	1710	94	37	753	1000
WDR92	130	154	120	154	203	48	75	91	113
LOC109498208	0	3	0	1	0	16	10	1	3
PNO1	1238	1229	933	1360	1876	173	137	801	1045
PPP3R1	2265	2582	2028	2743	3382	220	186	1173	1549
LOC102900168	1	1	0	2	3	31	40	1	1
CNRIP1	1377	1761	1422	1712	1950	51	53	531	663
LOC102900365	98	196	157	193	211	57	89	8	19
PLEK	5	5	3	3	6	173	145	0	0
LOC111559715	0	0	1	0	0	28	47	0	0
FBXO48	57	81	62	84	115	50	51	37	41
APLF	714	596	479	965	1233	69	54	415	483
LOC111559964	0	1	0	0	0	1	5	0	0
PROKR1	122	217	184	300	377	101	120	4	8
LOC101092021	0	0	0	2	0	9	29	0	0
ARHGAP25	5	16	17	21	17	539	460	5	9
BMP10	0	0	0	0	0	14	23	0	0
GKN2	0	4	0	3	1	80	113	2	2
GKN1	7	4	8	1	3	17	11	4	3
ANTXR1	2567	4542	3515	2913	3983	240	245	1249	1301
LOC111559831	0	0	0	1	0	11	3	0	1
LOC102900641	81	144	129	150	180	23	7	34	65
GFPT1	2001	2589	1942	2738	3931	178	186	1970	2346
NFU1	502	609	460	445	569	57	53	388	529
LOC111559928	0	1	0	1	0	0	3	0	0
LOC109498209	0	0	1	0	0	8	22	0	0
AAK1	80	104	68	118	145	488	530	58	87
ANXA4	8003	11836	9443	9705	12780	188	177	6606	7787
GMCL1	626	979	760	906	1291	95	64	372	481
SNRNP27	807	958	774	897	1379	204	143	650	828
MXD1	216	307	273	232	283	208	218	188	233
ASPRV1	0	0	0	1	0	40	43	0	1
LOC102901279	159	182	140	191	237	146	119	111	130
PCBP1	804	774	628	991	1143	368	231	573	696
LOC109498210	4	3	3	3	6	43	55	1	2
CA3H2orf42	322	329	286	341	447	113	143	207	248
TIA1	1158	1092	846	1207	1748	153	140	596	700
TRNAG-CCC	0	0	0	1	0	0	0	1	0
PCYOX1	3541	4290	3283	3197	4502	115	86	4904	6099
SNRPG	697	735	627	841	1251	45	36	602	668
FAM136A	309	286	235	368	412	101	98	128	165
LOC109498211	0	0	0	1	0	74	84	0	0
TGFA	0	0	0	0	2	105	130	8	10
LOC109498212	0	0	0	0	0	29	57	0	1
ADD2	20	17	24	26	24	399	392	25	27
FIGLA	0	0	0	1	0	35	22	0	0
LOC111559832	0	0	0	0	0	0	0	0	0
CLEC4F	4	7	8	11	3	142	265	0	0
CD207	3	6	4	8	19	76	89	4	6
VAX2	16	14	8	50	45	18	25	17	22
ATP6V1B1	10	13	6	10	17	84	111	12	8
ANKRD53	8	2	2	3	5	55	73	1	1
TEX261	1114	1404	1161	1356	1641	158	135	930	1136
LOC102902089	11	3	3	8	14	34	35	10	6
NAGK	537	897	665	708	866	121	134	723	805
PAIP2B	187	238	209	294	409	165	183	422	492
LOC109498213	3	4	4	1	3	79	77	1	2
ZNF638	3658	4285	3202	4210	5332	485	419	2464	3092
LOC111560018	0	1	1	0	0	1	9	0	0
DYSF	744	168	133	661	767	652	606	1937	2206
LOC111559833	0	0	0	0	1	9	17	0	0
LOC101100712	9	43	47	21	24	68	129	96	82
LOC109498215	0	0	2	0	1	126	129	3	4
LOC102899149	15	5	9	18	23	72	107	13	13
EXOC6B	1237	1596	1337	1612	2143	226	266	1198	1351
LOC111559834	0	0	0	0	0	38	53	0	0
LOC109498608	0	0	0	0	0	53	69	0	0
LOC102899311	14	3	3	21	18	73	110	6	20
SPR	914	842	748	1074	1280	20	35	870	1046
EMX1	1	0	0	4	0	152	207	0	0
SFXN5	151	150	108	186	204	138	175	74	106
RAB11FIP5	2639	4075	3585	2459	2872	215	181	2212	2514
NOTO	1	1	0	1	0	44	73	0	0
SMYD5	729	824	731	839	1098	181	129	657	745
PRADC1	372	495	459	529	575	47	65	446	584
CCT7	4745	5223	4624	6452	7861	513	356	3231	3784
FBXO41	30	15	22	26	13	162	178	36	39
EGR4	7	1	1	2	5	40	47	13	16
ALMS1	884	880	738	1262	1539	553	515	583	631
NAT8	3	0	3	4	1	58	80	0	0
TPRKB	519	646	545	677	932	76	61	435	564
LOC111559835	4	2	2	7	5	8	18	1	2
DUSP11	1173	1361	1076	1718	2210	92	66	682	858
CA3H2orf78	0	2	0	0	0	203	220	1	6
STAMBP	480	676	627	364	467	244	246	409	463
LOC109498218	5	9	6	5	5	17	32	6	0
ACTG2	349	503	407	1384	2088	134	151	1390	1631
DGUOK	215	219	190	299	369	280	287	151	162
LOC109498221	7	6	0	3	4	25	25	2	0
TET3	266	245	210	464	761	454	438	129	113
BOLA3	828	836	688	1047	1234	66	63	651	803
MOB1A	2463	2602	2064	2655	3757	207	140	1556	2006
MTHFD2	6336	5112	4246	10689	13990	259	185	3533	4497
SLC4A5	907	887	645	694	904	549	655	720	986
DCTN1	3165	2586	2364	4078	4915	1244	772	3607	3715
LOC109498222	0	0	0	0	0	63	78	0	0
CA3H2orf81	1	0	0	1	4	69	61	5	1
WDR54	48	48	53	38	71	95	75	41	36
RTKN	75	85	75	51	38	143	176	33	46
INO80B	272	294	293	276	401	154	106	193	226
WBP1	383	448	399	576	625	43	63	342	381
MOGS	454	527	440	532	623	115	114	376	450
MRPL53	91	116	91	89	88	27	34	71	100
LOC111559837	17	11	12	16	11	6	5	6	9
CCDC142	213	198	170	202	202	117	117	83	141
TTC31	277	207	205	221	265	133	168	168	171
LBX2	2	0	0	1	2	44	56	2	2
PCGF1	260	241	214	283	328	87	58	168	214
LOC102901313	5	4	1	5	7	21	25	0	1
TLX2	294	65	66	612	699	151	126	30	39
DQX1	77	44	34	73	106	135	109	26	37
AUP1	2394	2395	2064	3167	3571	247	147	1620	1939
HTRA2	368	372	323	472	572	82	79	249	296
LOXL3	2654	3596	3377	1748	1923	212	248	246	324
DOK1	831	720	627	984	1056	77	58	394	476
M1AP	21	10	11	17	23	195	263	4	16
LOC111559924	0	0	0	0	0	0	2	0	0
SEMA4F	509	605	529	609	708	257	211	564	647
HK2	581	184	160	731	880	209	219	162	201
POLE4	460	340	284	435	582	44	71	298	348
TACR1	0	1	0	3	3	63	89	1	4
EVA1A	396	363	326	849	1120	61	84	139	184
LOC111559838	0	0	0	0	1	18	38	0	0
MRPL19	292	339	254	347	537	28	26	195	262
GCFC2	354	296	225	348	520	211	186	141	192
LOC109498225	0	0	0	0	0	14	18	0	3
LRRTM4	3	0	0	1	0	40	66	0	0
LOC102899911	0	0	0	0	0	30	20	0	0
LOC111556262	0	0	0	0	0	29	34	0	0
LOC101081885	0	0	0	0	0	37	37	0	0
LOC101082144	0	0	0	0	0	39	33	0	0
CTNNA2	0	1	0	2	0	115	146	0	1
LOC111559937	0	0	0	0	0	3	0	0	0
LOC111559998	0	0	0	0	0	1	2	0	0
LOC109498227	0	0	0	0	0	21	7	0	0
LRRTM1	0	0	0	0	0	36	63	1	0
LOC109498613	0	0	0	0	0	4	12	0	0
LOC109498614	0	0	0	0	0	11	8	0	0
LOC101089093	0	0	0	0	0	12	6	0	0
LOC109498228	0	0	0	0	0	21	22	0	0
SUCLG1	1438	1477	1337	1764	2144	124	136	1057	1222
LOC109498232	5	3	6	3	7	40	28	6	1
DNAH6	20	21	14	23	28	396	580	25	28
TRABD2A	11	12	25	13	18	117	134	9	10
TMSB10	22420	23384	20608	33355	39043	1162	661	22457	27522
LOC102900642	165	203	185	252	281	38	24	164	206
LOC109498235	2	2	1	3	6	33	41	1	7
KCMF1	1216	1335	1049	1409	1917	189	149	836	1031
TCF7L1	68	115	84	142	170	94	123	72	90
LOC109498236	12	18	21	5	16	77	111	6	18
LOC101090095	232	204	178	187	236	71	69	199	251
TGOLN2	1237	1405	1146	1073	1317	289	237	1260	1508
RETSAT	345	566	510	413	533	101	106	315	356
ELMOD3	865	891	827	1258	1462	97	105	865	987
CAPG	12451	13648	12604	16054	18317	313	203	11900	13071
SH2D6	0	0	0	0	0	97	104	0	0
LOC105260449	3	2	2	5	4	22	21	1	0
LOC109498237	0	0	1	0	2	59	72	1	1
LOC109498238	1	0	0	0	0	20	30	0	0
MAT2A	1916	1849	1497	1905	2309	310	219	1131	1518
GGCX	2313	3089	2516	1726	2260	249	280	1549	1748
LOC105260448	2	3	4	3	1	22	30	1	0
VAMP8	1246	1381	1199	1338	1607	124	71	768	989
VAMP5	1519	1535	1557	1554	1671	91	99	1590	1706
LOC109498239	122	67	71	93	101	88	89	50	87
RNF181	683	718	658	828	1002	72	65	624	728
TMEM150A	362	407	425	399	465	50	48	416	404
CA3H2orf68	427	469	379	533	637	133	119	361	458
USP39	954	943	806	1053	1391	229	230	594	735
LOC111559841	1	1	0	1	1	17	16	2	0
SFTPB	2	6	3	3	7	93	109	1	5
LOC109498243	2	2	0	0	0	71	77	3	0
ATOH8	1191	1370	1205	643	612	29	39	1253	1480
ST3GAL5	266	248	204	416	511	72	100	148	184
LOC102901534	2	6	6	7	8	67	89	1	5
LOC109498245	2	3	0	4	4	61	70	1	0
POLR1A	1331	1474	1154	1446	1824	435	397	917	918
PTCD3	1525	1452	1201	1600	2109	137	140	989	1141
LOC111559984	136	180	165	187	209	17	12	64	89
IMMT	2491	2515	2045	2957	4141	308	246	1577	1860
MRPL35	359	396	334	414	556	70	91	170	232
TRNAK-CUU_14	0	0	0	0	0	0	0	0	0
REEP1	42	22	10	778	1130	120	150	63	70
LOC109498617	0	0	0	0	0	9	8	0	0
KDM3A	919	817	673	1210	1719	375	401	574	627
LOC101094500	4387	4729	4019	5001	6732	323	265	3435	4297
LOC111559842	8	0	4	2	2	71	73	0	3
RMND5A	801	800	659	1167	1536	309	238	635	754
CD8A	2	2	1	0	0	97	78	0	2
LOC109498250	0	0	1	2	1	16	19	0	0
CD8B	5	4	6	15	14	90	68	6	8
LOC101098787	3	2	0	0	1	25	12	0	1
KRCC1	1683	1927	1481	2382	3268	94	101	1177	1425
SMYD1	127	59	53	115	143	114	145	27	24
FABP1	0	0	0	0	0	14	25	0	0
THNSL2	296	207	219	417	483	163	150	150	159
FOXI3	0	0	0	1	0	161	104	0	0
TEX37	1	0	0	0	0	51	83	0	0
LOC111559843	0	0	0	0	0	15	14	1	0
LOC109498251	0	0	0	0	0	20	25	0	0
LOC109498620	0	0	0	1	1	20	15	0	0
EIF2AK3	902	1133	966	957	1350	177	198	1178	1457
RPIA	230	315	244	268	291	64	76	158	150
LOC101100802	0	0	0	0	3	43	90	0	0
LOC109498252	2	1	0	0	0	33	38	2	0
LOC111559716	0	0	0	0	0	7	3	0	0
LOC111559844	0	0	0	0	0	14	20	0	0
LOC111559896	0	0	0	0	0	18	39	0	0
LOC109498253	0	0	0	0	0	38	67	0	0
PAX8	1	0	0	0	2	97	97	0	0
PSD4	262	571	483	402	444	624	422	165	173
LOC101096719	0	0	0	0	0	67	96	0	0
IL1F10	0	2	0	0	0	40	73	0	0
LOC101097230	0	0	0	0	0	69	118	0	0
IL36G	1	5	3	14	26	163	186	4	4
IL1B	0	0	0	0	0	50	53	0	0
LOC109498254	0	0	0	0	0	36	44	0	0
IL1A	9	27	20	26	45	32	61	14	24
CKAP2L	34	0	0	21	32	105	99	0	4
LOC111559846	0	0	0	3	2	46	66	1	0
LOC111559845	0	0	0	1	1	18	32	0	0
LOC111559848	1	0	1	2	4	28	18	1	0
LOC111559847	2	1	0	3	4	46	57	1	0
NT5DC4	2	0	1	3	0	103	119	0	1
SLC20A1	2570	2668	2240	3678	5315	216	200	1787	2256
CHCHD5	198	199	191	225	278	63	86	144	159
TRNAK-CUU_15	0	0	0	0	1	7	7	0	0
LOC109498256	19	12	11	15	22	49	76	4	13
POLR1B	615	611	487	779	1042	145	186	446	543
TTL	2709	3681	3078	4102	5379	186	181	2679	3365
LOC102901615	58	86	70	49	56	260	312	41	98
ZC3H6	470	576	385	614	793	151	151	262	298
ZC3H8	263	389	301	321	408	93	69	178	269
FBLN7	85	86	80	67	68	60	95	298	326
TMEM87B	1881	2126	1662	1891	2459	144	164	1316	1654
MERTK	17	53	34	14	14	226	251	8	9
ANAPC1	792	1168	939	892	1267	360	336	638	712
LOC102901812	1	1	2	0	1	32	72	3	2
LOC109498258	41	15	16	43	42	13	17	25	33
LOC109498259	534	398	297	362	445	147	139	229	395
LOC102901946	560	588	527	1092	1313	65	76	399	520
LOC102901871	37	35	20	29	23	163	154	25	19
BCL2L11	221	341	248	234	352	297	259	183	225
LOC111559849	76	109	104	82	98	112	122	79	72
LOC111559897	0	0	1	0	1	47	50	0	0
LOC101088661	0	3	0	0	1	35	38	0	0
LOC111559717	1	0	0	0	1	14	14	0	2
BUB1	85	8	2	55	96	269	208	2	4
LOC111559972	1	0	0	0	0	7	9	0	0
LOC101089184	46	336	261	588	679	186	194	6	2
LOC111559898	0	0	0	0	0	4	1	0	0
LOC102902265	81	161	118	80	125	10	12	67	88
LOC111559941	0	0	0	0	0	1	4	0	0
NPHP1	420	477	412	495	553	112	112	301	361
MALL	0	0	0	0	0	77	60	0	0
MAL	0	0	0	0	0	34	49	0	0
MRPS5	609	725	598	634	845	233	226	421	445
LOC109498264	11	3	3	5	5	38	60	4	5
ZNF514	232	233	185	307	463	137	150	182	200
ZNF2	330	332	244	239	348	491	563	177	188
LOC109498622	0	0	0	0	1	16	17	0	0
PROM2	1	0	1	0	0	163	190	0	3
KCNIP3	2	1	0	0	4	49	68	0	2
LOC109498265	0	0	0	0	0	43	48	0	0
LOC101087731	139	158	169	180	199	75	89	130	146
GPAT2	6	20	17	5	3	209	251	2	5
ADRA2B	2	0	0	1	1	47	87	1	0
ASTL	0	0	0	0	0	81	92	1	0
DUSP2	7	3	2	25	29	56	53	1	1
STARD7	2652	3239	2570	2829	3849	257	220	1788	2051
LOC109498267	2	7	2	2	1	7	2	0	2
TMEM127	986	1063	983	960	1518	181	161	929	938
CIAO1	1275	1512	1353	1554	1880	111	113	891	1066
SNRNP200	5839	5631	4520	6279	7614	1532	1072	3665	4026
LOC109498268	2	0	0	1	0	8	7	0	1
NCAPH	40	7	9	23	49	301	254	25	13
LOC109498270	0	0	0	1	0	49	45	0	0
ITPRIPL1	4	8	13	4	9	258	193	7	14
NEURL3	0	0	1	18	8	37	36	0	0
ARID5A	136	229	213	237	247	270	173	117	161
MTA3	134	213	179	214	318	116	160	80	89
LOC111559899	1	0	0	0	0	31	28	0	0
KCNG3	0	2	0	1	0	100	106	0	0
LOC101092350	2273	2748	2270	2130	2950	71	58	2216	2629
EML4	2623	1599	1389	2175	2814	525	447	773	930
LOC111559851	15	0	2	0	0	34	43	0	2
PKDCC	1986	1785	1667	1513	1672	39	66	398	604
LOC109498278	2	8	7	5	11	93	166	0	0
LOC109498275	2	4	6	2	6	47	49	0	1
CA3H2orf91	0	0	0	0	0	13	10	0	0
LOC109498273	4	18	13	17	13	29	64	0	1
LOC109498276	1	1	10	2	2	8	9	0	0
SLC8A1	148	792	624	228	311	171	201	33	48
LOC109498282	1	4	4	2	3	150	151	0	0
LOC109498274	0	5	3	1	0	111	160	0	0
LOC109498277	1	1	0	0	0	2	9	0	0
LOC111559853	1	0	1	0	1	34	9	0	0
LOC111559852	5	6	1	3	3	135	119	0	1
LOC109498624	0	0	0	0	0	7	9	0	0
THUMPD2	278	248	243	371	475	34	48	113	149
TMEM178A	21	31	28	110	166	57	75	5	5
LOC102901229	0	1	0	0	0	55	50	0	0
LOC109498285	2	6	3	3	6	21	16	2	14
LOC111559957	0	0	0	0	0	5	16	0	0
MAP4K3	1354	2359	1916	1597	2150	97	103	1403	1636
CDKL4	49	188	170	85	119	86	109	62	84
SOS1	385	474	324	382	544	293	252	198	230
LOC111559925	2	0	0	0	1	0	0	0	0
LOC109498287	3	5	4	6	3	33	30	0	2
ARHGEF33	11	7	11	19	31	182	238	5	9
LOC111559854	3	2	1	9	11	10	12	0	0
LOC111559855	2	1	0	3	1	27	38	0	0
MORN2	57	62	42	80	91	17	25	72	87
DHX57	748	917	721	1057	1486	353	354	586	593
LOC101096974	10	8	12	6	14	79	84	10	3
GEMIN6	186	241	178	232	247	93	76	105	132
SRSF7	995	910	678	1008	1331	347	197	541	756
GALM	96	170	91	107	156	119	150	46	37
LOC109498289	6	2	1	2	5	85	94	2	4
HNRNPLL	1118	1321	1017	1544	1997	180	115	689	860
LOC109498293	0	1	0	0	0	57	70	0	0
LOC111559856	0	0	0	0	0	13	11	0	0
ATL2	841	861	701	983	1250	175	167	422	559
LOC109498295	101	18	11	60	80	67	86	3	10
LOC111559857	533	201	194	540	545	64	72	165	229
LOC101099873	25548	9136	8403	21468	26317	175	115	7564	9721
RMDN2	218	332	262	319	459	111	108	172	191
LOC109498298	0	0	0	0	0	22	33	1	0
LOC109498626	0	0	0	0	0	24	45	0	0
CDC42EP3	1036	1739	1389	886	1009	81	95	930	1202
QPCT	1433	995	824	1570	1845	62	62	1455	1967
PRKD3	3215	3321	2554	3508	4602	350	311	1583	2026
NDUFAF7	188	232	195	338	425	60	66	133	125
CEBPZ	1181	1195	960	1075	1657	228	126	829	955
CEBPZOS	138	129	100	137	125	13	22	79	89
SULT6B1	0	0	0	0	0	34	31	0	0
LOC109498301	0	3	1	1	0	41	58	0	0
EIF2AK2	314	375	298	494	714	200	153	268	316
GPATCH11	452	543	424	531	768	115	80	349	442
HEATR5B	1179	1323	1117	1471	1955	325	315	560	665
STRN	1427	1535	1257	1560	1857	310	209	697	895
VIT	0	4	0	2	0	177	234	2	6
FEZ2	1026	1141	1019	997	1391	137	137	1083	1432
CRIM1	7547	7745	6478	6463	7686	172	240	12905	14565
LOC111559718	0	0	0	2	0	14	12	0	0
LOC109498304	0	0	0	0	0	9	10	0	0
LOC109498627	0	0	0	0	0	15	21	1	0
LOC109498306	0	0	1	0	0	16	18	0	0
LOC109498307	0	0	0	0	0	26	24	0	0
FAM98A	668	798	693	790	1257	90	133	831	894
RASGRP3	8	13	13	4	0	126	182	5	2
LTBP1	12117	11548	9816	9649	12740	264	334	11831	14749
TTC27	509	672	555	657	951	142	170	571	543
LOC111559975	0	0	0	0	0	5	10	0	0
LOC111559960	0	0	0	0	0	3	1	0	0
BIRC6	6070	6989	5575	7384	8873	845	744	5208	6080
YIPF4	978	1101	834	1102	1456	76	40	753	884
NLRC4	42	56	60	52	47	103	79	22	45
SLC30A6	912	847	683	895	1183	129	145	546	612
SPAST	483	604	438	677	937	81	91	288	343
DPY30	528	622	495	644	807	44	37	493	565
DPP9-AS1	8	4	2	6	8	1	6	6	8
MEMO1	1285	1060	924	1684	2232	83	50	1015	1221
SRD5A2	4	4	3	2	1	33	60	2	11
XDH	0	0	0	0	0	146	201	1	0
LOC101092676	0	0	0	0	0	4	5	0	0
EHD3	179	336	277	213	279	163	155	167	189
CAPN14	0	0	0	0	0	156	162	0	0
GALNT14	8	109	64	1	1	213	243	2	2
CAPN13	0	0	0	0	1	161	193	0	0
LOC102900715	27	26	22	43	45	24	38	10	8
LOC109498630	0	0	0	0	0	6	15	0	0
LCLAT1	1534	2052	1690	1000	1369	172	153	1383	1451
LOC111559859	1	1	3	2	2	19	28	2	2
LBH	8074	10266	8700	7871	9347	298	232	6098	7048
LOC102900833	2	0	0	0	0	24	24	0	0
YPEL5	2568	3151	2636	2173	2768	72	74	1624	1985
LOC109498313	10	13	6	6	2	17	13	9	5
ALK	3	6	1	4	1	408	461	6	5
LOC111559860	0	0	0	0	0	18	19	0	1
LOC109498315	0	0	0	0	0	21	22	0	0
LOC111559861	0	3	1	6	4	98	94	4	8
CLIP4	728	901	685	1340	1841	107	120	1053	1258
LOC111559902	1	0	0	0	0	1	8	2	0
CA3H2orf71	0	0	0	0	2	145	162	0	2
TOGARAM2	34	24	18	36	37	234	299	10	20
WDR43	2161	2190	1786	2375	3316	341	244	1590	1865
LOC111559962	5	3	1	2	3	1	2	3	0
LOC111559961	6	0	0	3	1	2	0	2	3
LOC111559963	6	2	1	17	7	13	9	0	8
TRMT61B	456	519	385	579	759	95	99	296	372
SPDYA	1	1	1	0	1	49	76	1	1
PPP1CB	4500	5510	4277	5696	7826	244	168	3190	3933
LOC109498318	0	8	1	2	3	6	7	7	1
PLB1	2	0	0	1	7	423	546	0	1
LOC111559862	1	0	0	0	0	12	28	0	0
LOC102901448	22	7	3	12	19	248	250	8	3
FOSL2	9759	11902	10336	14009	16665	227	248	6606	8414
LOC102901486	41	11	13	21	33	10	6	14	31
BABAM2	870	1191	925	1123	1496	160	212	872	1135
LOC111559912	0	0	0	0	0	12	5	2	0
RBKS	60	49	43	83	139	73	78	47	60
MRPL33	701	855	626	772	1010	63	69	525	684
SLC4A1AP	1241	1388	1084	1428	1976	240	223	1007	1255
SUPT7L	336	402	341	378	562	144	182	255	297
GPN1	1095	1210	953	1294	1764	72	112	903	1062
CCDC121	37	45	36	29	42	79	133	34	48
ZNF512	520	643	525	467	646	195	222	338	494
LOC109498324	5	4	6	4	1	260	312	4	8
GCKR	0	0	0	0	0	68	122	0	2
FNDC4	61	141	131	201	255	27	61	383	419
IFT172	350	424	385	420	500	511	554	262	253
KRTCAP3	30	23	26	25	29	8	23	16	26
NRBP1	3030	3576	3140	3762	4538	350	285	3033	3532
PPM1G	1721	1739	1489	2192	2734	550	330	1403	1740
ZNF513	335	329	324	346	387	68	71	165	222
SNX17	3198	3617	3136	3794	4176	215	120	3006	3334
EIF2B4	508	555	498	680	859	215	201	352	474
GTF3C2	867	916	799	1028	1116	232	238	484	598
MPV17	187	242	223	204	238	61	93	162	147
UCN	1	0	0	1	8	17	23	1	4
