X1	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC4MINUS	MischiefMinus	X2654MINUS
LOC109499656	9	6	6	16	8	3	3	1	0	20	0
GLO1	1919	2316	2402	988	436	1641	7746	6907	8963	121	5314
DNAH8	16	10	8	13	60	7	4	2	1	437	0
LOC109499657	1	0	2	0	5	0	0	0	0	14	0
GLP1R	4	1	5	4	13	1	0	1	0	165	1
SAYSD1	157	126	164	84	41	137	181	169	199	28	101
KCNK5	670	594	531	118	79	302	21	21	27	161	4
KCNK17	13	8	19	6	8	6	0	0	0	96	0
KCNK16	1	0	1	1	11	0	0	1	0	55	0
KIF6	4	5	0	10	14	2	167	233	147	211	156
LOC109499658	1	0	2	1	8	0	3	1	0	35	0
DAAM2	53	52	33	28	55	33	2894	2590	4277	286	1848
MOCS1	127	114	84	76	43	71	300	486	333	78	285
LOC109500154	0	0	0	1	4	1	0	0	0	26	0
LOC109500155	1	0	0	0	1	0	0	0	0	20	0
LOC102899998	0	0	0	0	0	3	0	0	0	29	0
LRFN2	6	5	4	6	25	1	1	21	4	100	4
LOC109499660	0	1	0	1	4	0	0	1	0	20	0
LOC109499661	1	0	3	1	9	3	0	0	0	80	0
LOC102900136	0	1	0	0	6	0	0	0	0	45	0
LOC109500156	1	0	0	0	1	0	0	0	0	19	0
LOC109500157	0	3	1	1	1	1	0	0	0	31	0
UNC5CL	4	5	2	5	20	1	5	0	0	104	1
TSPO2	13	5	1	27	11	1	0	0	0	53	0
APOBEC2	21	4	10	13	8	3	1	2	3	17	2
OARD1	524	655	525	221	112	483	414	479	425	163	355
NFYA	1015	670	598	616	207	474	259	297	322	222	177
LOC101090105	241	446	256	78	68	147	38	29	20	389	11
TREML1	1907	2469	2202	2009	774	2410	0	0	0	149	0
TREM2	276	139	486	129	118	181	0	0	0	16	0
LOC101090615	2313	1628	1913	780	341	1214	0	0	1	85	0
TREML2	3654	3147	2999	1493	530	2221	1	1	1	62	0
LOC102902296	22	11	40	16	4	22	0	0	0	39	0
LOC111560463	28	15	25	3	4	13	0	0	0	56	0
TREM1	654	247	841	260	134	298	0	0	0	39	0
NCR2	0	0	1	1	8	2	0	0	0	30	1
LOC102902365	2	0	2	0	2	1	0	0	0	52	0
LOC109500159	0	1	0	1	0	2	0	0	0	53	0
LOC102902397	16	19	9	4	4	8	2	0	3	17	0
FOXP4	81	67	72	50	45	46	60	52	81	227	40
MDFI	2	1	4	2	12	0	34	20	186	36	1
LOC109499665	11	3	17	8	5	6	0	0	1	8	0
TFEB	1267	878	1429	846	302	1077	113	158	155	71	253
LOC109499666	27	6	16	11	13	6	4	4	1	44	1
PGC	2	1	0	3	4	0	0	0	0	39	0
LOC109499664	0	0	0	2	2	0	0	0	0	4	0
FRS3	57	66	54	40	20	54	54	42	62	73	27
PRICKLE4	50	32	39	16	23	26	20	28	19	67	27
TOMM6	1196	1183	1392	793	318	963	2159	2336	2361	64	1645
USP49	690	346	485	414	189	359	145	172	148	279	94
LOC111560464	20	11	28	39	22	18	6	4	7	74	2
MED20	482	427	474	293	119	344	464	594	516	83	424
BYSL	618	405	476	285	145	388	463	588	631	234	301
CCND3	3973	4979	4214	1893	759	2845	665	876	812	528	635
TRNAK-CUU_23	12	5	7	3	8	7	0	0	0	33	0
TAF8	1934	1518	1568	889	324	1048	254	263	231	367	141
CB2H6orf132	12	2	5	7	26	6	2	2	2	124	0
LOC105260566	1	0	0	0	5	2	0	0	0	30	0
LOC109499669	0	1	0	0	2	0	0	0	0	12	0
GUCA1A	1	1	1	1	1	1	0	0	0	25	0
GUCA1B	1	3	3	2	9	2	1	0	0	34	0
MRPS10	1127	1190	1114	586	218	840	3538	3731	4019	80	2840
TRERF1	375	342	331	186	104	205	61	45	64	746	39
LOC109499671	3	9	6	2	6	3	6	1	1	34	0
LOC109499672	19	7	12	6	15	5	1	1	0	124	0
UBR2	3297	2786	2907	1825	748	2053	1666	1731	1806	498	977
TRNAK-CUU_24	2	0	4	0	1	1	0	0	1	3	2
PRPH2	5	0	3	6	2	1	0	0	0	102	0
TBCC	978	939	901	430	195	721	459	578	441	111	341
BICRAL	811	616	583	863	292	403	92	132	94	341	77
LOC102899956	4	2	3	6	3	0	6	14	7	26	6
RPL7L1	779	642	590	413	132	484	809	854	1035	121	708
CB2H6orf226	188	165	135	92	41	119	90	84	98	31	55
PTCRA	11	15	12	11	8	9	25	37	52	68	23
CNPY3	970	836	889	585	190	659	370	380	389	107	354
GNMT	63	30	38	26	5	20	12	4	12	35	8
PEX6	404	423	452	216	102	351	448	571	513	90	367
PPP2R5D	728	690	777	474	157	540	863	844	1271	308	664
MEA1	327	357	364	184	67	269	736	747	971	129	598
KLHDC3	2093	1860	1793	988	369	1434	1534	1605	1956	279	952
CUL7	2119	1876	1652	939	360	1334	1938	2595	2149	370	1500
MRPL2	200	194	200	109	37	162	344	318	375	64	215
KLC4	619	492	498	312	129	392	413	623	624	280	322
PTK7	373	355	253	82	60	165	15254	12941	16226	191	17568
SRF	1048	1182	1004	444	198	821	1169	1136	1919	126	1135
CUL9	1948	1583	1679	1004	432	1170	1154	1285	1161	714	758
DNPH1	25	26	42	33	8	33	73	10	59	199	7
TTBK1	11	7	6	9	40	3	5	1	5	191	2
SLC22A7	10	5	7	15	15	4	1	1	0	75	1
CRIP3	197	82	169	218	68	94	1	0	0	27	1
ZNF318	6021	3944	4691	4041	1245	3902	951	979	1350	524	522
LOC111560705	1	0	1	1	0	1	0	0	0	2	1
ABCC10	382	248	291	196	86	208	219	153	166	384	117
DLK2	11	6	2	3	9	9	13	9	18	48	34
TJAP1	274	223	254	140	81	233	231	252	295	249	128
LRRC73	8	10	9	8	10	5	6	10	12	51	12
YIPF3	875	921	891	484	207	704	1805	2177	1994	146	1704
POLR1C	110	109	105	58	26	60	356	410	356	67	209
XPO5	2424	1960	1798	1202	380	1340	2084	2424	2295	327	1277
POLH	517	493	490	324	113	399	295	300	296	159	174
GTPBP2	614	683	471	471	154	486	459	463	541	189	204
MAD2L1BP	281	325	237	143	80	260	69	81	82	156	48
RSPH9	52	36	35	39	22	24	6	9	10	88	7
MRPS18A	1525	1760	1508	716	299	1160	531	506	513	67	309
LOC109500162	0	0	4	1	2	2	0	0	0	58	0
VEGFA	67	79	60	84	17	41	1890	1438	2453	125	940
LOC109499677	6	0	0	0	4	0	1	0	0	13	1
LOC109500164	0	1	2	0	2	0	0	0	0	7	1
LOC109500165	1	0	0	1	1	1	0	1	0	31	0
CB2H6orf223	0	1	0	1	1	0	1	1	0	15	0
MRPL14	272	273	294	177	63	238	608	629	669	47	613
TMEM63B	364	211	265	219	74	176	523	469	698	206	470
CAPN11	7	11	19	10	23	7	1	1	3	168	1
LOC109499680	0	0	0	0	0	0	0	0	0	0	0
MYMX	2	1	4	3	6	3	0	0	0	24	0
SLC29A1	345	165	346	383	80	262	675	1051	599	148	1201
LOC109499681	4	1	1	2	2	1	2	0	4	5	1
HSP90AB1	8672	7758	8864	5246	1510	6380	20752	22121	25597	4904	15349
SLC35B2	245	231	223	146	73	158	486	606	519	47	399
NFKBIE	1537	1387	1354	811	348	1230	188	321	272	158	185
TMEM151B	16	8	9	13	12	9	1	6	0	63	3
TCTE1	19	2	11	11	16	7	0	0	2	51	2
AARS2	656	569	505	305	148	406	180	227	225	147	131
LOC111560655	0	0	0	0	1	0	0	0	0	0	0
SPATS1	0	0	1	1	4	0	0	0	0	62	0
CDC5L	1796	1683	1817	923	330	1228	1956	2109	2172	401	1123
SUPT3H	117	112	91	89	36	68	60	101	57	79	33
LOC111560466	4	0	1	8	5	2	0	1	0	6	0
LOC111560465	47	32	67	67	23	48	6	6	4	60	2
RUNX2	667	624	735	784	256	397	410	598	525	731	130
LOC109499686	2	1	4	2	4	0	3	3	2	21	0
LOC109499688	1	2	2	4	12	0	0	0	0	99	0
LOC109500168	1	1	0	1	4	0	0	0	0	18	0
CLIC5	23859	18098	28855	18942	6498	25249	4	3	6	196	1
LOC111560657	0	0	0	0	0	0	0	0	0	0	0
LOC111560467	144	130	205	149	45	192	0	0	0	47	0
ENPP4	1374	2568	1225	564	273	1138	6	12	2	39	15
ENPP5	59	102	30	14	20	24	2	278	8	53	3
RCAN2	10	13	31	13	8	7	9	49	3	113	96
LOC101100564	11	6	4	2	6	3	88	136	85	99	250
LOC111560635	0	1	0	0	0	0	0	1	0	0	0
SLC25A27	184	106	132	49	53	65	49	82	60	151	41
TDRD6	4	4	8	2	17	6	0	1	1	146	1
PLA2G7	95	64	91	59	24	36	365	206	520	104	1108
LOC109499693	3	3	1	2	0	1	3	2	1	34	1
ANKRD66	3	1	3	2	3	0	1	0	0	21	9
MEP1A	1	4	1	7	18	3	0	0	0	121	6
ADGRF5	66	19	51	24	48	28	3	4	1	175	1
ADGRF1	3	4	3	6	8	0	15	0	0	95	7
TNFRSF21	2250	1119	1953	844	703	1722	1400	1181	496	68	3210
LOC109500171	1	2	1	1	11	1	3	1	0	21	0
LOC109500172	1	1	0	1	3	0	0	0	0	10	0
CD2AP	2372	2247	2105	1019	435	1584	2766	3092	2667	232	2081
ADGRF2	1	1	0	5	15	0	125	3	19	144	4
ADGRF4	1	3	2	2	6	0	26	42	18	50	2
OPN5	0	0	0	0	4	2	0	0	0	99	0
PTCHD4	1	0	3	2	16	3	8	4	2	144	4
LOC109499697	1	0	1	1	15	1	1	0	0	44	0
LOC109499696	2	4	1	0	5	2	0	0	0	6	0
LOC111560638	0	0	0	0	0	0	0	0	0	6	0
MUT	941	797	888	433	189	659	1538	2119	1897	81	1333
CENPQ	281	163	278	162	66	178	144	220	157	65	115
GLYATL3	6	8	5	7	8	40	0	0	1	43	0
CB2H6orf141	149	68	147	111	66	303	3	1	23	31	1
LOC101093358	1	2	2	5	3	7	0	0	1	6	0
RHAG	2028	2316	1761	1155	365	1381	2	0	2	39	0
CRISP2	0	0	0	1	0	1	0	0	0	41	0
LOC109500100	1	0	0	0	2	1	0	0	0	15	0
LOC101081299	5	2	6	7	5	0	0	0	0	22	0
LOC111560470	0	2	2	3	0	0	0	0	0	4	0
PGK2	0	0	1	0	4	0	0	0	0	31	0
CRISP1	1	1	4	2	11	2	0	0	0	41	0
DEFB133	0	0	1	0	3	1	0	0	0	3	0
DEFB114	0	0	0	1	0	0	0	0	0	0	0
DEFB113	0	0	0	2	3	0	1	0	0	2	0
LOC109500102	0	0	0	0	0	0	0	0	0	0	0
LOC101082313	1	0	0	0	0	0	0	0	0	1	0
DEFB112	0	0	0	0	3	2	0	0	0	6	0
LOC111560701	0	0	0	0	1	0	0	0	0	8	0
TFAP2D	5	3	1	3	13	3	0	0	0	79	0
TFAP2B	6	2	5	7	46	7	2	1	1	255	0
LOC109499699	1	0	0	1	4	0	0	0	0	21	0
PKHD1	19	9	15	22	43	13	0	1	2	546	1
IL17A	0	0	2	3	0	0	0	0	0	45	0
IL17F	0	0	2	1	0	1	0	1	1	25	0
MCM3	588	593	565	319	119	466	1036	653	1504	555	797
LOC109499700	13	18	14	3	5	10	53	47	94	28	82
PAQR8	717	481	633	391	188	493	217	233	251	205	320
LOC102901854	2	0	1	1	2	1	0	0	0	14	0
EFHC1	72	150	77	79	40	121	124	133	212	142	84
TRAM2	561	380	569	349	118	361	2386	3415	2744	270	1321
LOC109499705	6	16	7	6	15	11	1	0	0	55	0
TMEM14A	80	161	103	32	34	118	295	544	422	27	251
LOC105260581	2	0	1	0	5	0	2	0	1	26	0
LOC101096317	0	1	2	0	2	2	0	0	0	29	0
LOC111560471	0	4	0	1	3	0	0	3	3	45	2
LOC101084793	1	2	0	0	1	1	3	0	3	38	0
GSTA4	129	232	150	54	36	100	2121	2806	2025	83	1538
ICK	206	298	206	101	84	143	943	1578	1476	183	407
LOC102902182	5	0	2	1	2	0	3	1	2	18	0
LOC109499707	3	2	1	1	9	0	6	9	1	19	6
FBXO9	1952	2319	2150	1100	450	1887	719	954	775	148	529
GCM1	1	3	1	3	6	3	0	1	1	118	3
LOC109499708	9	5	5	4	8	4	0	0	2	64	0
ELOVL5	4691	4292	4567	1839	826	3412	1691	1511	2270	260	2325
LOC105260579	118	81	100	40	24	38	5	6	2	65	1
GCLC	450	572	505	327	126	377	653	1314	631	110	743
KLHL31	60	42	48	38	43	46	30	68	47	192	65
LOC109499709	3	2	3	2	16	2	0	0	0	106	0
LOC109499710	0	1	0	0	1	0	0	0	0	48	0
LRRC1	222	210	192	94	39	150	535	516	641	119	9
MLIP	7	0	1	7	15	2	0	1	0	120	0
TINAG	1	1	3	2	11	0	34	2	25	23	0
FAM83B	1	2	2	2	9	2	6	3	0	75	7
LOC111560702	1	0	0	0	3	1	0	0	0	1	0
LOC111560627	0	0	0	0	0	0	0	0	0	3	0
HCRTR2	3	0	2	1	4	0	1	0	0	83	0
GFRAL	2	0	0	2	9	3	1	1	7	39	0
HMGCLL1	3	3	11	4	13	1	0	0	0	65	0
BMP5	1	0	0	3	7	0	0	0	2	50	0
LOC109499712	0	1	2	2	6	2	0	2	0	37	1
LOC109499713	1	0	1	1	6	0	0	0	0	10	0
COL21A1	1	3	3	5	15	4	477	329	478	77	183
LOC111560670	0	0	0	0	1	1	0	0	0	0	0
DST	153	185	133	95	112	94	23576	29454	40564	1062	25117
LOC109499715	0	0	0	0	2	0	4	5	11	3	4
BEND6	2	2	3	4	7	0	981	859	877	55	936
KIAA1586	181	90	156	122	34	80	52	46	51	87	36
LOC101099964	1376	1170	1217	925	393	832	692	905	840	166	431
BAG2	369	729	336	215	84	462	2367	3492	3385	81	1570
RAB23	213	145	146	81	50	89	2352	3673	2779	79	1215
LOC102901453	4	1	1	3	5	0	2	8	2	14	7
PRIM2	275	216	288	221	104	197	115	116	111	95	75
LOC111560742	0	0	0	1	1	0	0	0	0	1	0
LOC101098952	1	2	0	2	3	1	0	0	1	1	0
LOC109500178	0	0	0	0	0	0	0	0	0	39	0
LOC109500179	0	1	1	0	1	0	0	0	0	7	0
LOC111560472	0	1	1	2	6	2	1	0	1	70	0
KHDRBS2	1	1	1	2	8	0	1	7	38	61	0
LOC111560473	1	0	0	0	2	0	0	0	0	12	0
LOC109500183	0	0	0	2	0	0	0	0	0	3	0
LOC109500181	0	0	0	0	2	0	0	0	0	11	0
LOC109500182	0	0	0	0	2	0	0	0	0	23	0
LOC111560474	6	3	7	3	11	1	2	13	2	0	0
LOC109500184	0	0	0	0	3	0	0	0	0	30	0
LGSN	1	2	1	2	7	1	0	0	19	66	2
LOC111560644	0	0	0	0	0	0	0	0	0	0	0
LOC109499719	0	0	1	1	3	0	0	0	0	10	0
LOC109499718	1	1	0	0	2	0	0	0	0	23	0
PTP4A1	1512	1021	1401	1603	417	854	1193	1394	1495	103	913
PHF3	6441	6350	5604	3071	1111	4247	3415	3766	4176	657	2085
LOC111560589	33	15	13	13	14	10	30	11	22	15	5
LOC109499722	0	0	2	0	7	0	0	0	0	35	0
LOC111560475	0	1	0	0	0	0	0	0	0	15	0
LOC111560590	0	0	1	0	0	0	0	0	0	0	0
LOC111560591	1	0	1	1	3	0	0	0	0	9	0
LOC111560592	5	1	0	0	3	1	1	0	0	33	0
LOC101082908	0	1	0	0	8	1	9	0	1	16	0
LOC109499723	5	2	5	6	1	3	0	0	0	13	0
LOC111560476	1	1	2	2	12	1	0	0	0	77	0
ADGRB3	17	8	16	6	18	1	0	0	0	150	1
LOC109499725	0	1	0	0	4	2	0	0	0	8	0
LOC111560477	2	3	1	1	10	1	0	2	0	85	0
LMBRD1	742	868	731	390	238	546	1138	1341	1130	71	895
LOC109499731	1	0	0	0	2	1	1	0	0	5	0
COL19A1	6	3	6	6	34	3	0	1	2	267	0
LOC109499727	2	0	1	2	2	1	0	0	0	9	0
COL9A1	11	3	1	6	16	1	0	0	0	170	0
LOC111560478	3	1	0	0	3	1	0	2	1	30	0
LOC111560730	1	0	0	0	1	0	0	0	0	3	0
FAM135A	337	291	260	187	70	240	2278	1908	2470	84	974
SDHAF4	125	115	137	107	25	103	101	125	172	21	93
LOC109499732	89	77	94	58	25	66	5	4	3	80	3
SMAP1	825	704	861	655	209	710	859	907	955	115	607
B3GAT2	48	36	38	40	12	36	42	41	54	86	27
OGFRL1	8967	4415	8301	4123	1839	5743	2132	1869	2171	69	1202
LOC109499737	0	1	0	1	0	0	0	0	0	33	0
LOC109499734	2	0	1	1	9	2	0	1	0	54	0
LOC111560479	0	0	0	0	11	2	0	0	0	13	0
LOC111560480	1	0	0	1	5	1	0	0	0	13	1
RIMS1	17	8	6	8	22	2	3	7	1	225	4
LOC109499740	5	1	1	2	1	1	8	1	5	19	7
KCNQ5	493	509	462	521	149	309	519	375	295	145	405
LOC111560658	7	0	4	4	1	2	0	1	0	9	1
DPPA5	1	2	3	0	3	0	0	0	0	20	0
KHDC3L	2	2	3	1	1	1	0	0	0	20	0
OOEP	0	0	0	0	0	0	0	0	0	56	0
LOC109500186	0	0	0	1	4	0	0	0	0	55	0
DDX43	11	6	7	6	15	6	0	0	0	83	0
CGAS	294	670	320	46	130	377	25	18	27	85	5
LOC111560714	1	2	2	0	2	3	0	0	0	3	0
LOC101092856	692	715	714	317	163	508	575	748	854	97	400
EEF1A1	237641	203004	275902	139591	48585	185734	388338	380648	414475	9720	247747
SLC17A5	241	215	215	130	50	178	837	1044	731	101	776
CD109	236	182	246	92	92	141	20102	23337	17189	353	19743
LOC111560481	1	1	2	1	1	3	3	3	0	33	2
LOC111560482	3	4	4	2	10	1	59	6	27	115	5
LOC111560639	0	0	0	0	1	0	0	0	0	6	0
COL12A1	11	6	14	10	50	10	71839	18768	59202	291	37986
LOC109499743	2	0	1	1	3	1	324	102	242	29	114
LOC101093608	1178	1148	1415	632	292	1015	1829	2034	2210	65	1713
TMEM30A	3713	3256	3412	1523	732	2363	7110	8029	7707	218	3694
FILIP1	5	3	2	3	18	6	44	29	61	125	5
LOC109499746	9	10	3	6	3	3	0	2	2	25	0
SENP6	6248	5800	5777	3264	1087	3918	3815	3819	4161	343	1887
LOC111560680	10	9	8	5	1	4	0	7	2	1	0
MYO6	255	148	190	63	82	72	403	528	805	144	285
IMPG1	4	8	13	7	15	6	0	0	0	165	0
LOC111560614	0	0	1	0	6	0	0	0	0	1	0
HTR1B	1	1	0	1	11	1	1133	1039	2163	85	600
MEI4	4	0	2	1	0	1	0	0	0	40	0
LOC111556215	2	0	2	1	5	4	0	0	0	48	0
LOC109499748	0	2	1	0	4	0	0	0	0	1	0
LOC111556234	9	13	6	4	2	2	0	0	0	5	0
LOC111560665	0	0	0	0	0	0	0	0	0	2	0
LOC109499749	28	14	43	13	8	20	0	0	0	4	0
LOC111560649	0	0	0	1	1	0	0	0	0	2	0
IRAK1BP1	57	81	57	30	18	61	97	125	77	14	85
LOC111560484	91	66	89	56	19	46	3	3	3	37	1
PHIP	6455	5042	4862	3189	1169	3736	1232	1416	1656	477	755
LOC111560483	40	10	24	32	8	4	1	1	8	37	6
LOC111560485	1	3	2	7	1	3	1	1	1	9	1
LOC109499752	5	3	4	6	4	5	0	2	2	29	3
HMGN3	107	110	75	60	16	66	48	81	66	34	27
LOC109499753	12	7	8	6	14	3	1	0	7	33	0
LCA5	726	762	647	382	178	503	374	466	421	108	225
LOC109499754	3	2	2	0	0	0	0	0	1	3	0
SH3BGRL2	38875	15569	37346	17413	10953	30298	9	29	4	77	3
LOC105260582	11	5	5	4	13	2	0	3	0	77	0
ELOVL4	63	119	111	12	16	30	2819	2061	3614	47	1627
LOC111560486	3	1	0	0	1	0	4	5	5	21	4
LOC111560487	0	0	1	0	1	2	0	0	0	22	0
TTK	75	99	101	88	32	53	65	16	41	123	9
BCKDHB	287	314	269	156	52	151	306	383	356	109	246
LOC109499755	4	2	3	5	6	2	0	0	0	5	1
LOC111560488	1	0	0	1	4	0	3	3	1	34	1
LOC111560489	0	1	1	3	10	0	5	3	0	48	6
LOC109499758	1	5	4	1	9	2	11	4	6	26	4
LOC111560643	0	0	0	1	1	0	0	0	0	0	0
FAM46A	303	321	384	128	150	225	1971	2288	1335	133	1749
LOC111560490	2	3	3	1	7	5	2	10	5	30	4
LOC111560739	1	0	0	0	4	0	0	0	0	5	0
LOC111560491	4	0	5	9	12	2	0	1	0	65	2
LOC111560492	15	8	14	18	10	7	16	16	5	5	2
IBTK	1131	1286	1212	770	264	786	3988	4653	5020	74	2653
LOC109499760	2	0	1	1	8	4	0	2	2	36	0
TPBG	16	28	19	8	10	25	1090	1379	1011	56	808
UBE3D	245	242	210	132	51	153	189	186	142	95	158
LOC101085976	2	2	1	2	6	1	0	1	3	15	0
DOPEY1	1530	1233	1248	629	304	807	1282	1767	1410	363	743
PGM3	315	221	257	142	67	150	1267	1216	1704	106	824
LOC109499761	46	34	19	15	6	18	21	17	20	12	8
RWDD2A	41	45	20	10	12	23	41	70	56	26	43
ME1	1252	814	893	1517	610	1558	2744	4112	4864	179	2128
LOC111560494	2	1	2	4	5	4	7	6	3	38	1
LOC101082405	0	0	1	0	3	1	0	0	0	28	1
PRSS35	7	2	1	2	9	0	229	929	387	84	58
SNAP91	70	82	50	44	32	92	119	134	38	147	12
RIPPLY2	1	0	0	0	1	1	0	0	0	6	0
LOC101083174	735	817	776	493	186	636	998	1095	1212	149	678
MRAP2	109	51	50	45	28	289	7	20	6	57	60
CEP162	619	688	610	374	153	318	282	383	332	155	176
LOC109499764	2	0	0	2	4	0	0	0	0	51	0
LOC102902415	3	0	8	2	7	1	1	7	5	2	2
TBX18	3	1	1	2	10	2	560	623	547	133	346
LOC111560495	2	2	1	0	8	2	51	75	68	33	18
LOC111560496	21	32	17	0	4	1	6	17	3	19	0
LOC111560497	11	12	13	1	1	3	0	0	0	8	0
NT5E	120	225	109	34	20	33	31	72	18	67	101
SNX14	3734	3597	3646	2413	890	2828	3961	4380	3636	265	2935
LOC111560498	26	16	15	17	8	13	20	19	18	5	13
SYNCRIP	3301	2556	2584	2044	724	2127	5389	5593	6219	628	3802
LOC102902588	620	589	615	319	113	436	4732	5505	3871	111	2449
LOC111560694	15	17	22	13	4	13	17	11	12	0	0
LOC111560695	34	39	34	24	11	31	35	36	39	4	22
LOC111560667	0	0	0	0	2	1	0	0	0	0	0
LOC109499767	0	3	0	0	2	0	0	0	0	20	0
LOC109500188	0	0	0	0	3	0	0	0	0	11	0
HTR1E	1	0	2	2	8	3	0	0	2	67	0
CGA	0	2	1	0	2	0	0	0	0	34	0
ZNF292	4382	3793	3464	2225	884	2510	1173	1147	1581	617	602
GJB7	9	4	2	6	4	5	0	0	1	4	0
SMIM8	118	143	151	66	23	98	149	163	213	38	124
CB2H6orf163	14	17	5	16	4	9	7	5	5	28	0
LOC109500190	1	0	3	3	4	0	1	0	0	15	0
LOC109500189	1	0	0	0	1	2	0	0	0	67	0
CFAP206	2	0	1	1	5	3	0	4	0	74	5
LOC111560626	0	0	0	0	0	0	0	0	0	5	0
SLC35A1	467	325	343	214	77	266	352	491	414	117	218
RARS2	405	295	364	252	103	202	367	484	535	128	195
ORC3	376	315	385	208	104	276	413	482	473	100	380
AKIRIN2	611	524	457	512	179	367	378	299	394	101	227
LOC111560631	0	0	1	0	1	0	0	0	0	1	0
LOC109500192	0	0	1	0	1	0	0	0	0	11	0
SPACA1	0	1	0	2	5	0	0	0	0	60	0
CNR1	4	1	2	1	10	2	14	14	5	88	11
RNGTT	916	993	1101	607	277	707	439	436	521	118	325
LOC102900645	77	93	90	31	21	27	41	56	59	124	20
PNRC1	8658	7166	7924	5815	1781	6021	2778	2660	3327	398	1905
SRSF12	165	99	83	90	31	78	116	179	237	51	82
LOC102900751	4	10	8	4	10	6	21	15	12	38	40
PM20D2	10	11	18	16	7	8	120	282	129	23	188
GABRR1	3	10	4	8	7	2	1	2	6	92	3
TRNAK-CUU_25	2	0	1	0	3	0	2	0	1	13	0
GABRR2	4	1	0	2	18	4	0	0	0	136	3
LOC111560683	1	0	0	1	2	0	0	0	0	4	0
UBE2J1	2740	1990	2635	2273	699	1876	2687	2920	2966	265	1795
RRAGD	104	151	81	19	19	104	551	1201	792	62	220
LOC109499772	4	7	5	0	0	3	2	0	0	22	0
ANKRD6	23	36	32	20	33	15	55	66	74	209	8
LOC109499775	1	4	4	4	20	3	0	0	0	74	0
LYRM2	43	44	31	11	14	27	153	182	195	16	122
LOC109499773	0	1	1	0	1	1	2	0	1	2	1
MDN1	2080	1770	1640	1305	557	1588	2309	3531	3392	939	1889
LOC109499774	1	1	3	2	2	1	2	3	2	1	0
CASP8AP2	1557	1494	1359	667	295	1012	679	620	692	243	371
GJA10	55	32	32	40	18	18	10	7	12	130	14
BACH2	3204	1143	2060	4232	1204	1202	39	35	35	519	5
LOC109499776	382	97	306	893	182	160	0	0	1	74	1
LOC111560499	940	587	671	781	212	517	2	0	0	91	0
LOC109499777	114	40	65	101	34	31	4	1	1	24	1
MAP3K7	1426	1432	1304	744	300	921	3190	3359	3214	178	2454
LOC109499778	4	0	1	1	5	0	1	0	0	47	0
LOC111560630	0	0	0	0	0	0	0	0	0	2	0
LOC111560619	0	1	0	0	2	0	0	0	0	0	0
LOC111560752	0	0	0	0	2	0	0	0	0	0	0
LOC109499779	1	1	1	2	4	0	0	0	0	32	0
LOC111560500	1	2	1	1	5	1	0	0	0	27	0
LOC111560616	0	0	0	0	5	0	0	0	0	5	0
LOC102901648	1	0	0	1	2	0	0	0	0	15	0
EPHA7	2	6	2	2	11	1	0	9	4	103	6
LOC101100814	3	4	0	0	1	0	0	0	1	10	0
LOC101099553	0	0	0	1	1	1	0	0	0	13	0
LOC111560617	0	0	0	0	0	0	0	0	0	8	0
LOC109500196	0	0	0	0	2	0	0	0	0	14	0
MANEA	687	562	694	325	136	750	1468	1615	1233	70	894
LOC109499782	3	2	2	2	2	0	2	2	0	13	0
FUT9	7	1	3	4	24	9	0	2	0	86	0
LOC109499783	5	2	1	0	10	2	1	4	6	90	0
LOC111560501	15	3	7	5	19	11	4	16	9	88	7
UFL1	955	910	904	438	173	615	1529	1152	1595	140	736
FHL5	1	1	0	3	3	1	0	0	0	87	1
GPR63	70	152	83	27	24	49	57	190	187	93	63
LOC109499788	2	1	0	0	5	0	0	0	2	13	0
NDUFAF4	229	291	196	121	45	187	480	607	567	47	409
LOC102902434	14	13	7	11	0	9	4	2	7	7	5
KLHL32	82	85	49	90	31	34	30	44	31	164	12
LOC109499789	1	0	1	1	1	1	0	0	0	12	0
MMS22L	338	295	290	158	69	181	352	475	275	155	147
LOC109499793	0	0	0	0	2	0	0	0	0	1	0
LOC111560502	1	1	1	2	4	2	1	2	0	45	0
LOC109499791	0	0	0	1	1	2	0	0	0	29	0
LOC111560707	0	0	0	0	1	0	0	0	0	3	0
LOC109499790	1	2	1	2	16	4	0	0	0	47	0
LOC109499792	0	0	0	0	2	0	0	0	1	12	0
POU3F2	2	0	1	2	23	1	0	1	0	57	0
FBXL4	609	624	577	296	150	369	323	505	404	73	264
LOC111560503	5	1	5	9	3	0	1	2	0	6	0
FAXC	27	46	28	44	17	21	329	400	634	135	224
COQ3	198	191	162	77	45	137	279	310	274	28	205
PNISR	7315	5640	5674	2955	1047	3643	898	933	1086	1033	430
USP45	1375	1285	1233	650	266	746	926	939	1035	128	615
CCNC	1181	1131	1103	571	263	809	1400	1479	1824	114	875
PRDM13	0	2	1	1	11	4	0	0	0	50	0
MCHR2	0	1	2	1	2	0	0	0	0	15	0
LOC111560732	0	0	0	0	0	0	0	0	0	0	0
LOC109499797	1	1	2	0	6	0	0	0	0	19	0
LOC109499799	0	2	0	0	6	0	0	0	0	22	0
SIM1	5	6	5	3	8	3	0	81	6	130	0
LOC111560648	0	0	0	0	0	0	0	0	0	0	0
ASCC3	2368	2214	2162	1602	569	1614	1609	2132	2077	300	1068
LOC111560624	1	1	2	3	0	0	0	0	0	6	0
