genes	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
RASSF2	8354	6285	7208	5000	1631	5435	301	112	92	63	75	391	331	1145	1193
SLC23A2	765	435	586	460	172	412	786	967	880	985	1379	382	385	1213	1521
LOC109498071	4	6	2	3	2	3	0	0	0	1	0	30	40	0	0
LOC109498070	2	0	0	1	3	3	0	0	0	0	0	25	39	0	1
TMEM230	1326	897	1334	688	290	901	1612	1319	1112	2035	2585	123	89	1042	1362
PCNA	771	805	820	493	174	634	631	439	372	450	769	459	251	351	459
LOC109498072	2	3	4	2	3	1	0	0	0	0	1	17	24	1	2
CDS2	36796	45884	46811	26128	10123	39134	1238	1810	1505	1351	1692	335	288	1828	2163
PROKR2	1	1	0	1	6	0	9	3	2	4	7	40	39	0	0
GPCPD1	7237	6891	7415	3344	1324	4375	1390	1696	1449	1925	2561	169	144	726	942
LOC109498074	5	6	2	1	1	0	0	1	0	1	7	11	33	0	0
CA3H20orf196	194	195	186	201	110	130	42	41	29	45	54	325	436	23	19
CHGB	6	7	12	10	13	2	9	7	6	9	23	335	278	5	6
TRMT6	710	613	699	381	162	551	606	531	435	619	883	194	141	257	333
MCM8	353	357	339	199	82	221	118	159	123	135	205	92	105	102	91
CRLS1	429	405	417	221	71	333	500	561	507	519	704	44	37	318	422
LRRN4	0	1	3	0	16	2	1	1	2	3	1	83	72	3	0
FERMT1	4	3	3	3	12	1	0	0	0	0	1	115	111	0	0
BMP2	41	24	62	16	20	24	82	58	47	93	112	22	23	24	27
LOC109498570	0	0	0	0	2	1	0	0	0	0	0	6	4	0	0
LOC109498078	1	0	0	3	2	0	0	1	0	0	0	9	13	0	0
HAO1	2	6	3	1	7	1	0	0	0	0	1	88	84	1	0
LOC109498573	4	3	4	3	5	0	0	0	0	0	0	7	19	0	0
TMX4	950	954	939	486	240	596	1220	1321	1031	1613	2132	117	98	908	1104
PLCB1	68	31	58	41	51	28	447	1189	923	1276	1691	206	241	701	851
LOC109498079	3	3	2	7	17	3	0	1	7	4	7	125	129	3	0
LOC111559955	0	0	0	0	0	0	1	0	0	0	0	12	14	0	0
PLCB4	1301	1181	998	882	434	1032	135	98	78	266	394	197	311	108	144
LOC111559787	3	0	0	2	8	1	0	0	0	0	0	59	85	0	0
LAMP5	0	1	2	1	8	1	0	0	0	0	0	63	91	0	0
PAK5	6	8	5	2	25	5	1	0	0	3	1	134	150	0	0
LOC109491359	1	0	0	2	2	0	0	0	1	0	0	51	47	0	0
ANKEF1	13	4	1	1	10	11	0	0	0	0	0	68	81	1	0
LOC102900958	5	1	3	3	7	0	0	0	0	0	0	19	17	0	3
LOC111559790	0	0	0	4	2	0	0	0	1	1	0	15	16	0	1
LOC109498080	0	0	2	1	2	1	0	0	0	0	1	21	26	0	0
SNAP25	2	3	1	1	14	3	7	2	0	4	9	82	121	2	2
LOC111559789	4	0	2	5	16	0	0	0	0	1	0	118	117	2	0
LOC111559788	1	0	0	1	1	0	0	0	0	1	1	11	22	0	0
TRNAK-CUU_13	1	0	0	0	0	0	0	0	0	0	0	3	13	0	0
LOC111559791	0	1	0	1	4	1	4	0	0	3	1	14	20	0	0
LOC109498085	2	0	1	1	6	1	0	0	0	0	4	36	31	0	0
LOC109498082	108	75	75	33	24	66	16	23	15	27	37	43	36	15	25
MKKS	1318	1534	1471	485	262	992	1508	1805	1404	1503	2030	89	95	939	1193
SLX4IP	317	325	290	199	76	255	49	49	54	65	74	65	121	44	65
JAG1	113	70	98	49	38	32	4801	7350	6149	9632	12246	211	254	3318	3336
LOC111559792	1	0	0	0	1	0	0	0	0	0	0	2	10	0	0
LOC109498087	1	0	0	0	3	0	0	0	0	0	2	12	19	0	0
LOC111559703	0	0	0	0	2	0	0	0	0	0	0	7	13	2	0
LOC109498084	0	0	0	0	4	0	2	0	0	0	0	47	61	0	0
BTBD3	75	140	86	43	29	74	286	274	223	298	400	75	94	156	164
LOC111559793	0	0	0	0	4	0	0	0	0	0	0	44	37	0	0
SPTLC3	3	0	5	2	16	1	179	190	142	358	484	103	189	272	312
LOC109498575	1	0	0	0	0	0	0	0	0	0	0	22	33	0	0
ISM1	2	3	3	3	8	0	5	8	2	5	11	85	82	26	30
TASP1	303	342	272	193	66	218	292	347	283	293	345	145	138	197	239
ESF1	672	614	544	247	100	328	853	951	732	909	1059	203	179	599	759
NDUFAF5	166	162	159	81	35	141	380	489	430	444	578	57	65	391	463
SEL1L2	2	1	5	5	13	2	0	0	1	0	0	126	108	0	2
MACROD2	6	2	1	1	9	0	8	12	12	6	0	74	105	3	6
FLRT3	0	1	0	1	9	1	25	12	5	25	21	82	92	11	9
LOC111559795	1	0	0	0	1	1	0	1	0	1	0	22	10	0	0
LOC109498576	2	0	0	1	5	1	0	0	0	1	0	26	48	0	0
KIF16B	547	455	531	367	149	348	303	518	363	457	551	271	335	347	393
SNRPB2	603	706	774	414	143	484	797	759	682	927	1373	119	57	622	693
OTOR	0	1	0	0	4	0	0	0	0	0	2	43	60	0	0
LOC109498091	1	0	0	1	1	0	0	0	0	0	0	22	14	0	0
PCSK2	3	3	2	5	15	0	1	1	0	0	0	131	158	0	1
LOC109498092	0	0	0	0	1	0	0	0	0	0	0	7	9	0	0
BFSP1	42	88	88	31	24	34	194	218	201	226	247	158	209	87	113
DSTN	10385	8062	11676	6481	2603	9736	38376	40400	31430	43624	56026	82	66	34306	42368
RRBP1	1187	864	1415	477	230	655	13770	13341	11166	16527	18285	267	258	6822	8259
BANF2	1	0	2	0	0	0	0	0	0	1	0	22	31	0	0
LOC109498577	0	0	0	1	2	0	2	2	4	10	15	4	13	3	0
LOC109498578	0	1	1	2	9	0	0	0	0	0	0	43	45	0	0
SNX5	2700	3095	3022	1788	831	3414	1269	1626	1249	1524	2075	319	233	869	1139
LOC111559976	7118	11727	13211	25203	7096	12749	1317	1624	1203	1913	2260	111	59	612	660
MGME1	575	508	599	446	116	453	122	169	115	171	234	71	57	92	98
OVOL2	1	0	1	2	7	1	3	9	3	6	1	74	61	0	0
PET117	224	253	260	100	41	182	118	164	133	184	241	63	45	101	128
KAT14	813	742	738	392	165	574	545	736	613	774	936	144	168	439	459
ZNF133	303	246	251	167	50	193	222	201	177	298	349	114	133	134	147
DZANK1	21	26	24	13	16	13	113	172	121	126	142	111	165	96	112
POLR3F	389	326	346	201	81	212	307	404	268	423	481	56	101	254	332
RBBP9	656	708	728	340	175	523	1209	1772	1450	1351	1788	89	60	1061	1248
SEC23B	745	671	749	367	159	578	1149	1525	1251	1674	2124	291	229	1047	1313
LOC111559796	134	146	140	48	37	113	172	225	205	230	360	12	5	132	124
DTD1	521	578	528	322	117	338	400	517	478	422	626	65	102	247	247
SCP2D1	0	0	0	0	1	0	0	0	0	0	0	12	17	0	0
SLC24A3	4160	4758	3377	2756	1042	3696	956	2926	2339	973	1130	136	195	2698	3323
LOC109498094	1	0	0	1	1	0	0	1	2	0	0	8	17	2	0
RIN2	344	192	419	156	191	234	855	1344	1109	835	1080	152	202	1128	1357
NAA20	468	368	418	266	108	337	853	856	701	841	1128	56	52	624	746
CRNKL1	1896	1732	1867	965	360	1277	1369	1417	1111	1513	2133	349	289	923	1042
CFAP61	10	4	4	13	16	2	12	15	7	8	19	251	307	6	5
LOC109498095	0	0	0	2	1	0	0	0	0	0	0	12	15	0	0
INSM1	5	1	0	1	6	0	0	0	1	0	0	38	65	0	0
RALGAPA2	1343	1000	1232	1139	426	673	90	181	116	170	205	493	468	89	91
LOC111559919	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0
LOC111559797	0	0	0	1	2	0	0	0	0	0	0	16	17	0	0
KIZ	615	553	529	380	147	438	198	211	171	204	274	87	123	202	196
XRN2	3873	3400	3625	2250	686	2781	2476	2793	2210	2983	3843	320	243	1549	2022
NKX2-4	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
NKX2-2	2	1	1	0	17	2	1	0	0	1	0	36	61	0	0
LOC109498096	0	1	0	0	1	0	0	0	0	0	0	32	55	0	0
PAX1	2	3	0	3	19	5	0	0	2	0	0	113	118	0	0
LOC109498581	0	0	0	0	1	0	0	0	0	0	0	2	7	0	0
LOC109498582	0	0	1	0	3	0	0	0	0	0	0	7	4	0	0
TRNAS-GCU	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
LOC111559705	1	0	0	1	2	0	0	0	0	0	0	10	9	0	0
LOC109498584	0	0	2	0	1	0	1	0	0	0	0	12	9	0	0
LOC111559706	0	0	0	0	2	0	0	0	0	0	0	9	2	0	0
LOC109498098	0	0	1	0	4	1	0	0	0	0	0	12	26	0	0
LOC109498097	0	0	1	0	0	0	0	0	0	0	0	45	32	0	0
FOXA2	2	2	1	2	10	1	0	0	0	0	0	31	48	0	1
SSTR4	0	1	2	4	5	0	0	0	0	1	0	55	65	0	0
THBD	89	68	144	134	32	107	441	685	595	570	742	53	48	1131	1207
CD93	1235	404	1844	429	288	599	8	3	0	0	1	93	155	109	131
NXT1	307	375	316	162	72	290	239	315	273	262	333	34	32	162	240
GZF1	627	733	647	280	120	456	808	1039	821	918	1334	105	109	558	679
NAPB	749	602	586	337	158	568	177	204	175	176	208	155	169	114	126
CSTL1	1	0	1	1	3	0	0	0	0	0	0	49	47	0	0
CST11	1	0	0	0	6	0	0	0	0	0	0	37	28	0	0
LOC102900809	0	0	1	2	1	0	0	0	0	0	0	10	26	0	0
CST8	0	0	1	0	4	0	0	0	0	0	0	31	47	0	0
LOC101088321	0	0	1	1	5	1	0	0	0	0	0	46	73	0	0
LOC101089343	1	0	2	2	2	0	0	0	0	0	0	34	33	0	1
LOC109498586	1	0	0	2	0	0	0	0	0	0	0	25	25	0	0
CST3	22567	37050	23387	13069	11295	26636	2402	4904	4309	1677	2117	67	59	10768	10704
LOC101088567	1	0	0	0	3	0	0	0	0	0	0	28	42	0	0
LOC111559707	1	0	1	0	1	0	0	0	0	0	0	18	29	0	0
LOC111559943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC109498101	7	7	10	2	20	10	0	1	0	0	0	42	37	0	0
SYNDIG1	49	98	42	10	15	44	0	0	0	0	0	132	133	1	0
CST7	89	113	240	93	48	109	24	21	13	8	14	114	93	7	8
APMAP	8321	6882	8053	4132	2552	6760	1598	2256	1833	2108	2859	171	140	1678	1932
LOC111559921	1	1	3	5	0	0	0	0	0	0	1	0	2	0	0
LOC111559798	4	2	6	2	1	1	0	1	1	1	2	1	8	1	0
ACSS1	3351	3954	3127	2417	986	4069	415	662	561	458	631	175	199	406	391
VSX1	3	5	4	3	8	4	0	0	0	0	0	71	58	0	0
ENTPD6	540	487	537	276	141	387	221	287	282	353	437	215	222	179	220
PYGB	3294	2640	3081	1853	698	2412	1438	2062	1836	1972	2383	289	270	1922	2059
ABHD12	314	296	367	162	102	254	602	1089	928	922	1234	183	220	650	734
GINS1	40	43	50	18	14	34	23	51	32	33	38	111	103	9	9
NINL	858	749	681	220	142	482	374	432	344	538	533	288	255	273	351
NANP	127	99	112	77	29	75	99	90	80	194	263	35	38	66	83
LOC105260261	0	1	0	1	3	2	0	0	0	0	0	17	38	0	0
LOC102899245	3	1	0	1	8	0	0	0	0	0	0	69	108	0	0
SOWAHC	21	31	22	8	10	5	2368	3056	2420	4342	5641	58	97	1847	2341
10-Sep	188	257	210	87	38	55	5379	5188	4057	6198	8724	87	76	3353	4362
SH3RF3	35	19	16	20	21	14	706	716	615	1214	1556	192	212	971	1068
LOC111559969	0	0	0	0	0	0	0	1	0	2	1	10	6	0	0
EDAR	925	791	468	311	136	569	3	1	1	2	0	110	133	0	0
LOC111559799	30	18	26	17	17	14	0	2	3	2	2	97	90	0	4
CCDC138	286	356	365	206	84	163	58	47	57	69	91	63	50	17	39
LOC111560014	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0
LOC101094012	6679	5539	5568	3433	1437	3887	4969	5815	4647	6045	7293	919	679	3297	4289
LOC111559967	2	2	2	3	2	3	0	0	1	2	0	5	6	0	0
LIMS1	4123	4183	4745	1777	1016	3451	5681	5675	4601	7888	10292	193	184	4834	6286
GCC2	1843	1444	1673	1069	484	1040	1233	1375	1170	1549	2228	338	304	1233	1422
SULT1C4	3	0	1	1	10	0	67	76	44	85	105	49	78	21	35
LOC101097138	1	1	2	0	13	3	1	0	0	0	0	51	59	0	0
LOC101095165	1	1	1	2	7	2	0	2	0	0	0	83	98	0	0
LOC109498109	0	0	0	1	0	0	0	0	0	0	0	5	13	0	0
SLC5A7	4	1	0	2	8	3	0	0	0	0	0	87	67	0	0
LOC111559893	0	0	1	0	3	0	0	0	0	0	0	15	17	0	0
ST6GAL2	0	3	2	1	9	2	209	177	147	65	112	83	113	595	706
LOC109498110	2	1	2	0	4	1	1	0	0	0	0	46	58	2	4
LOC109498590	1	0	0	4	15	0	0	0	0	0	0	33	37	0	0
LOC111559926	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
UXS1	444	318	485	395	175	294	307	292	238	293	390	163	152	319	418
CA3H2orf40	0	1	0	0	4	1	21	99	78	1	2	31	59	46	58
NCK2	4923	5920	6819	4009	1278	4903	1292	1328	1131	1646	1857	136	102	1638	1801
LOC109498111	8	14	7	1	6	8	0	0	0	0	0	42	42	0	0
LOC109498112	2	5	1	4	8	5	0	0	0	0	0	44	54	0	0
LOC109498113	1	0	0	1	4	0	0	0	0	0	0	22	29	0	0
FHL2	245	292	257	126	63	209	2748	2626	2451	2623	3284	134	124	3235	3925
CA3H2orf49	477	413	415	234	123	261	1037	1141	975	1180	1675	99	91	813	893
LOC102900103	5	7	7	8	7	12	12	23	10	12	30	24	26	11	12
TGFBRAP1	929	843	860	515	210	683	782	971	970	916	1083	249	199	698	773
GPR45	2	0	2	0	5	2	0	0	0	0	0	43	54	0	0
LOC111559800	4	2	3	2	23	2	0	0	1	0	0	62	51	0	0
LOC109498114	1	3	1	0	4	0	0	0	0	1	0	53	58	0	0
LOC109498115	22	15	17	3	9	12	8	1	2	6	12	26	30	0	0
MRPS9	714	666	784	353	145	517	521	699	508	586	744	174	170	306	456
LOC109498120	0	0	0	0	6	2	0	0	0	0	0	21	28	0	0
LOC111559801	0	0	0	0	0	0	0	0	0	0	0	23	26	0	0
POU3F3	1	2	2	1	0	1	0	8	3	1	0	9	8	3	3
LOC109498119	4	3	4	14	21	2	0	0	0	0	0	201	260	0	1
LOC111559802	4	4	7	6	19	1	0	0	0	0	0	111	131	0	0
LOC109498592	0	1	0	0	4	0	0	0	0	0	0	18	23	0	0
LOC111560011	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
TMEM182	32	34	39	27	26	26	116	146	107	134	205	53	84	87	67
MFSD9	526	537	586	252	135	386	846	1034	835	1076	1384	146	164	480	671
SLC9A2	16	9	9	8	18	10	0	0	1	1	2	76	90	1	0
LOC111559935	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SLC9A4	16	17	9	8	12	10	0	0	0	0	0	156	171	0	0
LOC109498124	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0
IL18RAP	283	674	445	173	70	211	0	0	0	0	0	328	284	0	0
IL18R1	279	441	522	161	77	116	0	1	0	0	0	314	294	0	1
IL1RL1	8	15	7	13	25	10	1	0	1	0	0	140	159	29	41
IL1RL2	9	4	36	9	34	7	81	136	89	352	434	214	235	48	84
IL1R1	186	95	1228	47	99	124	5218	6577	5178	3204	4342	209	178	3423	4209
IL1R2	129	104	170	61	57	111	7	15	7	7	16	67	97	12	16
MAP4K4	5040	4011	5904	2866	955	4074	6460	7627	6231	8981	11857	1063	894	4308	5162
RFX8	32	29	38	23	12	9	45	48	47	39	35	219	262	26	18
CREG2	6	0	4	1	14	5	177	131	87	60	114	62	103	73	90
LOC109498130	1	1	0	0	1	0	0	0	0	0	0	47	47	0	0
RNF149	1612	1464	1499	496	233	1002	917	1167	875	956	1209	207	164	727	947
LOC111559977	527	308	370	139	128	388	27	63	76	72	62	49	15	18	29
CNOT11	803	794	794	346	164	537	1620	1741	1439	1908	2413	91	78	990	1330
LOC109498518	5	0	4	1	4	2	2	3	1	0	1	70	76	0	1
TBC1D8	642	298	675	190	140	348	140	220	224	189	232	117	167	61	105
RPL31	9224	8840	10628	5235	1935	7007	10516	10477	8733	12743	15616	388	240	7879	9189
NPAS2	27	15	17	18	22	14	61	81	51	71	109	157	160	90	99
LOC109498132	1	1	4	1	4	1	0	0	1	0	0	39	61	1	2
PDCL3	889	908	835	382	157	593	2166	2315	1850	2710	3488	204	144	2122	2614
LOC109498133	1	0	0	0	7	1	1	0	0	3	3	17	11	0	0
NMS	35	37	32	21	26	36	137	221	142	129	206	92	102	145	134
CHST10	558	523	621	226	146	388	3989	5734	4975	5167	6540	150	155	4155	4976
LONRF2	2	1	3	2	8	2	1	4	5	2	2	95	90	1	3
AFF3	3626	2478	2404	2271	827	1520	56	88	74	52	51	461	456	34	37
REV1	1731	1779	1581	970	367	1104	887	834	645	963	1292	221	226	463	559
EIF5B	1196	989	1082	731	250	731	1970	2034	1610	2472	2897	1058	708	1113	1330
TXNDC9	835	1045	705	416	157	580	1037	1135	877	1200	1687	94	109	669	842
LYG1	1	2	0	1	3	0	0	0	0	0	0	49	53	0	0
LYG2	0	0	0	3	2	1	0	0	0	0	0	42	39	0	3
LOC111559805	5	2	10	5	8	6	4	1	0	5	1	12	23	0	0
MRPL30	271	296	258	115	48	194	293	389	279	392	496	82	115	249	339
MITD1	117	95	113	53	22	76	320	474	411	340	445	71	55	263	341
LIPT1	150	204	126	60	34	101	30	49	36	42	72	47	36	18	18
CA3H2orf15	19	27	14	3	4	6	0	6	1	0	0	44	56	0	3
TSGA10	212	318	168	118	57	161	1	12	15	11	21	76	86	5	5
LOC101087915	25	18	24	12	7	31	14	10	7	15	24	13	12	7	5
KIAA1211L	43	39	32	10	16	20	11	50	32	83	88	129	185	41	44
MGAT4A	2975	3070	2194	1427	557	1712	74	251	168	457	706	300	199	136	202
UNC50	755	1371	950	538	228	813	245	284	273	269	369	76	57	157	230
LOC101088658	266	264	271	133	54	214	289	295	217	410	514	18	15	280	344
INPP4A	1508	1014	1698	889	403	913	1552	1618	1321	2086	2442	497	440	976	1101
LOC111559906	2	0	1	1	4	1	0	0	0	0	3	2	3	0	0
CNGA3	3	1	7	2	14	3	1	2	0	0	2	217	212	0	0
LOC111560017	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
VWA3B	50	25	83	110	34	31	0	0	0	1	0	208	271	0	0
TMEM131	2276	1191	1753	2737	675	1094	590	766	507	729	1018	497	534	429	525
LOC111559806	14	1	3	34	6	3	1	2	2	2	0	29	37	2	3
LOC101097059	3858	3916	2829	808	489	2311	11	12	14	8	11	591	383	5	2
LOC109498141	23	12	17	3	2	8	0	0	0	0	1	28	36	0	0
LOC102902283	21	14	21	11	10	4	10	8	8	1	11	89	111	1	5
ACTR1B	634	666	553	363	144	448	1829	2004	1754	2113	2463	104	126	1226	1444
LOC101090761	1446	1458	1656	730	352	1213	2929	3249	2809	3424	3914	151	89	2729	3198
FAM178B	5	1	1	5	19	1	25	33	28	36	42	182	240	35	53
LOC109498142	0	0	0	0	4	0	0	0	0	0	0	26	21	0	0
SEMA4C	8	4	8	7	14	7	496	350	330	578	713	161	208	268	337
ANKRD39	74	78	67	40	13	49	147	127	132	166	180	34	26	166	160
ANKRD23	289	176	156	152	45	132	83	112	94	80	85	89	67	39	67
CNNM3	1031	724	824	722	241	632	290	553	493	400	550	209	196	284	280
CNNM4	276	172	256	176	71	191	221	167	163	313	408	173	271	135	134
LMAN2L	210	175	205	147	58	163	393	503	410	587	675	176	164	335	377
FER1L5	118	98	150	98	57	93	203	385	278	327	391	418	518	141	169
KANSL3	1163	999	1179	646	283	819	1064	1269	1099	1398	1743	325	345	793	956
OXER1	7	0	9	11	10	1	3	1	0	0	0	40	56	0	0
HAAO	20	22	33	11	10	20	1	1	1	1	0	34	34	2	1
LOC102899645	180	77	143	111	36	56	307	248	236	290	334	132	111	229	277
TRNAI-UAU	10	4	3	2	5	2	2	8	6	7	6	21	13	4	2
LOC105260434	1	3	2	4	4	0	12	20	13	13	8	42	60	13	26
LOC109498145	1	3	3	3	2	0	10	22	19	9	13	23	18	12	13
LOC109498147	40	11	28	2	6	10	0	0	0	1	1	38	38	0	0
LOC109498146	72	73	60	73	11	46	0	0	0	0	1	8	8	0	0
LOC111559808	17	14	7	4	12	6	0	0	0	0	0	52	57	1	0
ZFP36L2	5601	9046	6750	2511	823	3384	1580	1951	1561	1370	1558	347	205	1324	1775
THADA	1266	903	1058	930	343	823	847	892	732	780	1084	258	284	623	677
PLEKHH2	20	17	39	20	28	13	952	1210	928	1196	1510	210	268	1124	1433
C1GALT1C1L	1	0	0	0	4	0	1	0	0	0	0	10	20	2	1
DYNC2LI1	52	37	46	27	9	28	332	552	429	372	560	59	74	454	533
ABCG5	8	4	5	5	18	4	5	3	3	3	7	63	80	5	2
ABCG8	2	2	2	2	9	4	0	1	0	0	0	110	166	1	1
LRPPRC	2149	1896	2123	1111	437	1701	5042	5244	4118	5171	6872	198	194	3399	4455
PPM1B	4772	5174	5437	3285	1210	3646	1557	1620	1265	1585	2315	250	209	1047	1350
SLC3A1	66	48	47	53	17	41	66	121	91	115	149	43	34	36	53
PREPL	389	380	369	206	66	212	399	651	532	655	886	81	135	277	267
CAMKMT	37	35	32	20	19	33	76	64	63	76	94	67	75	91	98
LOC109498595	2	0	0	2	10	2	0	1	0	0	0	58	96	0	0
LOC111559809	4	0	0	0	8	1	0	0	0	0	0	44	42	0	0
LOC109498152	5	0	8	3	22	3	0	0	0	0	0	150	176	0	1
SIX3	3	0	0	6	17	3	0	1	0	0	0	97	123	0	2
SIX2	1	3	3	3	5	1	3	2	2	0	4	24	26	0	1
LOC109498153	1	0	0	3	10	2	1	3	2	2	0	75	60	0	0
LOC111559811	8	10	6	6	20	5	1	6	1	1	1	155	176	2	3
SRBD1	717	696	698	495	202	512	713	1100	840	936	1163	233	265	438	547
LOC102900228	7	8	13	14	7	1	5	1	5	2	3	98	101	4	0
LOC109498156	7	1	2	7	10	5	3	0	0	0	1	16	16	0	0
LOC111559812	62	61	43	34	13	33	0	2	3	1	7	37	51	0	1
PRKCE	1109	1401	934	390	224	940	1077	883	776	1237	1345	250	265	595	709
LOC111559813	8	4	3	5	10	4	1	2	1	0	0	67	62	0	0
LOC109498596	0	1	0	0	5	0	0	0	0	0	0	57	55	0	0
LOC109498597	1	1	2	0	5	0	1	0	0	1	0	36	29	0	0
EPAS1	465	209	433	149	56	85	2296	1430	1198	1266	1714	664	515	2348	2654
LOC111559814	6	2	4	3	3	1	5	3	1	1	2	15	25	2	3
TMEM247	2	0	0	1	8	1	2	1	1	3	3	26	48	1	4
ATP6V1E2	7	10	15	3	1	5	10	12	7	5	10	74	74	7	11
RHOQ	1886	1087	2130	1084	381	1040	13766	16550	13437	17874	22154	66	84	9427	12139
PIGF	104	108	129	78	34	64	104	106	94	123	165	47	53	63	104
CRIPT	196	176	154	76	53	128	113	148	113	138	203	21	34	85	133
SOCS5	717	584	672	371	160	411	15905	19581	14977	15463	19254	57	58	11145	13893
MCFD2	1211	1313	1295	791	289	911	1741	2231	1837	1437	1826	150	160	1824	2422
LOC111559936	1	0	1	2	0	1	1	0	0	0	1	4	1	0	2
TTC7A	3335	1863	2730	3241	793	2233	1479	1182	1136	1072	1297	399	383	1292	1523
LOC109498158	221	82	186	205	72	92	33	13	7	14	13	137	121	14	20
CALM2	7980	5562	7831	4358	1397	5052	9855	9176	7147	13434	17882	444	246	8824	11561
LOC109498520	4	1	3	0	6	0	8	6	9	22	39	73	113	32	53
EPCAM	927	841	699	554	170	350	82	57	34	131	231	86	82	47	47
MSH2	834	691	651	416	176	569	402	278	225	347	570	100	103	146	160
KCNK12	12	14	9	3	10	11	0	1	0	0	0	101	101	3	1
MSH6	3539	3009	2833	1866	620	2473	1276	1272	1104	1717	2412	494	370	729	888
FBXO11	2228	1418	1740	1360	498	1233	1033	1233	908	1178	1576	301	216	610	802
LOC109498160	1	6	2	1	7	1	0	1	0	0	0	33	36	0	0
FOXN2	3448	2712	3464	1601	801	2317	1085	1056	754	1114	1458	119	97	577	785
PPP1R21	648	551	572	529	213	373	542	633	502	608	682	182	203	375	454
STON1	71	66	70	48	30	41	100	92	55	134	184	137	155	148	229
LHCGR	7	4	7	4	36	4	0	0	0	0	1	138	184	0	3
GTF2A1L	1	4	1	2	5	3	0	0	0	0	1	33	26	0	0
LOC109498165	2	0	0	0	4	0	0	0	0	0	0	6	4	0	0
FSHR	6	2	2	2	9	2	0	0	0	0	0	81	106	1	0
LOC111559709	0	0	0	2	5	0	0	0	0	0	0	8	17	0	0
LOC109498163	3	3	1	0	10	0	0	0	0	0	0	32	26	0	0
NRXN1	5	5	6	4	33	2	0	0	0	0	0	264	300	0	1
LOC109498168	0	0	0	0	1	0	0	0	0	0	0	16	17	0	0
LOC109498167	1	0	0	2	5	2	0	0	0	0	0	15	16	0	0
LOC111559920	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
LOC109498169	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC111559710	1	0	0	0	3	1	0	0	0	0	1	16	9	0	0
ASB3	976	855	928	564	199	610	843	785	660	1302	1757	173	218	614	729
CHAC2	100	70	79	55	23	73	25	34	26	33	46	67	83	16	20
ERLEC1	1456	1607	1472	815	328	1113	2531	3241	2545	2723	3765	151	86	2625	3053
LOC111559997	1	0	0	0	0	1	0	0	0	0	1	1	5	0	0
GPR75	4	2	0	3	11	0	1	0	0	2	2	93	127	19	5
PSME4	9270	10108	9024	6766	2507	9196	3340	5741	4680	4180	5277	316	321	2671	3103
LOC109498173	7	6	10	4	6	10	8	10	1	8	7	10	13	2	8
ACYP2	20	35	33	27	9	26	39	70	57	66	65	11	44	44	51
TSPYL6	6	0	4	5	13	2	1	0	0	1	0	40	48	0	1
CA3H2orf73	1	0	1	2	0	0	7	6	3	1	2	20	32	2	4
LOC111559939	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SPTBN1	12820	10654	10457	8788	2623	9544	14791	25417	20991	18640	23085	915	775	20594	22309
LOC111560006	0	5	4	5	4	2	0	1	1	1	1	1	1	0	1
LOC111559970	0	0	0	0	0	0	0	0	0	0	0	24	15	0	0
EML6	126	169	50	88	51	67	65	74	58	46	32	360	385	35	47
LOC111560007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC109498174	3	2	4	4	5	1	1	1	0	0	0	15	26	2	1
RTN4	2673	1508	3852	2101	947	2810	8082	10316	8797	9009	12928	257	208	7401	9573
CLHC1	149	153	116	76	54	105	54	72	52	63	81	90	147	53	81
RPS27A	12791	11733	15495	8079	2738	10353	11029	12372	9791	13495	18460	1113	685	7530	9462
MTIF2	347	382	346	177	73	296	623	592	439	558	832	136	124	467	554
LOC101093429	73	76	65	36	16	53	171	193	152	210	277	23	35	111	175
CCDC88A	1310	593	1976	586	432	507	1906	2843	2159	1937	2666	244	265	1049	1138
CFAP36	139	173	162	85	29	111	632	608	464	743	1054	148	162	432	511
PPP4R3B	3965	4025	3851	2962	1118	2843	1633	2356	1806	3011	4141	352	250	1425	1675
PNPT1	1445	1637	1644	865	387	1123	1240	1476	1189	984	1295	95	88	743	991
LOC102900069	14	18	13	9	8	7	7	10	5	6	6	103	98	5	5
EFEMP1	6	5	5	7	11	9	839	4735	3643	1238	1597	63	102	2660	2906
LOC111560013	0	0	0	0	1	0	0	2	0	0	0	6	6	0	1
LOC109498176	0	2	3	1	6	2	2	5	0	1	2	32	35	1	4
LOC111559817	1	5	5	0	4	2	1	5	0	1	0	10	14	0	1
