N_unmapped	4438_S1_L002_ReadsPerGene.out.tab	4460_S2_L002_ReadsPerGene.out.tab	4474_S3_L002_ReadsPerGene.out.tab	4501_S4_L002_ReadsPerGene.out.tab	4510_S5_L002_ReadsPerGene.out.tab	4520_S6_L002_ReadsPerGene.out.tab	DC1MINUS_S7_L002_ReadsPerGene.out.tab	DC2MINUES_S9_L002_ReadsPerGene.out.tab	DC2PLUS_S10_L002_ReadsPerGene.out.tab	DC2Pool_NoIndex_L001_ReadsPerGene.out.tab	DC3Pool_NoIndex_L001_ReadsPerGene.out.tab	DC4MINUS_S11_L002_ReadsPerGene.out.tab	DC4PLUS_S12_L002_ReadsPerGene.out.tab	Mischief_Minus_S12_L002_ReadsPerGene.out.tab	Mischief_Plus_S11_L002_ReadsPerGene.out.tab	X2654MINUS_S13_L002_ReadsPerGene.out.tab	X2654PLUS_S14_L002_ReadsPerGene.out.tab
ST8SIA2	0	0	0	0	3	0	1	2	0	0	0	0	0	5	9	3	0
CB3H15orf32	8	1	2	5	18	4	219	115	120	2	2	45	59	149	213	207	245
LOC109500520	0	0	0	0	1	0	0	0	0	4	0	0	0	18	16	0	0
LOC109500521	1	2	2	2	10	6	0	1	0	4	0	0	0	159	172	0	0
FAM174B	3	7	2	8	8	0	0	1	0	2	1	2	1	51	38	0	3
LOC109500522	1	0	0	0	6	0	205	413	334	0	2	266	338	24	13	177	187
TRNAK-CUU_31	3	9	5	4	3	3	0	3	1	0	0	1	2	19	19	4	7
LOC111560783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LOC109500524	29	23	28	24	9	14	3	4	2	0	1	8	9	29	24	3	2
LOC102902398	2	2	1	1	6	1	0	0	0	0	0	0	0	11	58	0	0
CHD2	2293	2668	2141	1111	393	1784	504	438	353	11	22	365	505	61	50	216	260
RGMA	8959	7419	7773	5006	1727	5523	1986	2095	1776	198	185	2028	2488	1202	980	1177	1425
LOC102902506	5	5	2	2	9	4	71	141	127	0	1	65	89	111	100	63	88
LOC111560784	2	3	1	0	2	2	1	9	8	0	0	3	2	37	38	5	9
LOC111556300	2	0	1	0	8	1	0	0	0	3	0	0	0	19	34	0	0
LOC109500526	3	1	2	3	9	2	0	0	0	2	2	0	0	85	97	0	0
LOC102902533	3	1	1	1	8	2	0	0	0	5	3	1	0	107	124	1	0
LOC105260604	6	1	7	3	33	1	1	0	2	78	135	0	0	163	193	0	0
LOC111560976	0	0	0	1	2	0	0	0	0	0	0	1	0	8	15	0	0
MCTP2	2	1	1	1	3	0	0	0	0	0	1	0	0	35	36	0	0
LOC102899291	2297	1897	1741	1910	644	1249	76	131	105	91	117	81	110	192	222	1	0
LOC111560977	13	8	5	20	14	8	0	1	0	0	3	0	0	8	23	0	0
LOC109500532	1	1	0	0	7	0	0	0	0	1	0	0	0	15	28	0	0
LOC102902559	0	1	0	1	13	0	0	0	0	3	1	0	0	22	36	0	0
LOC109501129	0	0	0	1	5	0	0	0	0	0	2	0	0	11	9	0	0
LOC111560785	3	0	1	0	6	0	0	0	0	0	0	0	0	9	22	0	0
LOC109500533	1	1	2	2	7	1	0	0	0	66	64	0	0	109	95	0	0
LOC109500534	1	0	1	1	3	0	0	0	0	99	54	0	0	104	98	0	1
LOC102902604	0	0	0	0	5	0	1	0	0	60	97	0	0	12	12	0	0
LOC111560786	8	2	4	3	20	3	57	0	1	12	80	6	2	164	244	8	7
NR2F2	1	0	0	0	2	0	0	0	0	0	0	0	0	9	6	0	0
LOC109500536	8	4	1	4	21	4	414	80	62	1	2	91	104	82	113	68	70
LOC109501131	0	0	0	1	2	0	83	2	0	1	0	1	1	36	39	0	3
LOC109501134	0	0	1	0	3	0	0	2	0	0	0	0	1	9	4	0	0
LOC111560787	1	0	0	0	3	0	0	0	0	23	14	0	0	9	11	0	0
ARRDC4	2	6	4	0	6	7	4	1	0	7	30	3	6	35	37	1	3
FAM169B	82	114	74	41	25	142	195	152	163	2	3	396	587	73	96	358	522
PGPEP1L	427	194	276	371	115	227	4	4	4	4	3	4	3	69	68	8	14
IGF1R	1	2	0	1	1	0	2	2	1	55	31	0	2	31	41	5	0
LOC109500537	708	1036	978	717	302	661	3763	3796	2930	124	199	3419	4090	268	330	3814	4334
LOC109500538	6	1	7	9	9	1	18	17	8	12	22	14	16	49	67	17	23
LOC111561030	9	2	5	8	9	3	32	17	12	78	44	28	17	67	70	15	25
SYNM	0	1	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0
TTC23	6	1	4	3	16	0	425	330	258	2	2	1273	1499	176	146	4349	4899
LOC109500539	7	4	4	6	16	7	270	244	232	3	2	276	342	115	161	171	200
LRRC28	0	1	0	1	2	0	0	2	4	1	1	0	1	18	28	0	1
LOC109500540	237	205	251	142	66	211	749	755	603	92	238	865	1198	141	169	544	683
LOC109501139	4	2	5	11	3	2	1	3	3	0	0	0	4	60	60	2	0
LOC109500541	3	0	1	2	2	0	1	1	1	1	0	0	1	24	16	0	0
MEF2A	4	0	2	1	5	2	0	0	0	3	44	0	0	66	56	0	0
LYSMD4	1246	1283	1305	854	296	1045	2038	3509	2702	15	22	2183	2911	181	109	1745	2018
ADAMTS17	359	286	374	161	96	194	851	809	710	111	139	1258	1601	95	125	607	679
LOC111560788	2	8	4	7	15	2	84	90	84	50	45	224	233	251	294	8	25
CERS3	0	0	1	0	7	1	1	0	0	212	141	0	1	41	68	0	0
LINS1	2	1	0	2	15	1	0	0	0	6	23	0	1	111	137	1	0
ASB7	451	356	464	184	124	296	400	458	394	3	5	460	675	89	118	297	394
ALDH1A3	598	565	486	352	145	388	421	449	358	72	98	439	692	116	132	276	316
LRRK1	1	2	4	3	13	1	80	29	31	4	3	283	382	147	129	3	7
LOC111561150	746	425	730	766	307	469	1899	1218	1076	171	138	2553	3465	281	346	340	376
CHSY1	4	0	0	5	1	2	2	0	0	0	0	0	1	5	8	0	0
LOC109500544	1607	1238	1365	839	297	1000	2050	1943	1453	4	21	1946	2513	329	185	558	685
LOC109500545	6	7	2	6	2	1	4	0	0	1	0	1	1	22	27	0	0
SELENOS	7	1	4	3	2	3	0	3	1	7	9	0	4	36	41	2	0
LOC111560789	686	815	802	425	156	553	1418	1428	1164	1	6	1478	2034	49	66	977	1140
SNRPA1	407	304	318	169	54	183	167	222	213	0	1	143	210	26	29	88	147
PCSK6	516	498	556	273	80	346	270	231	186	0	2	289	357	32	36	147	238
TM2D3	9	5	11	8	12	9	685	376	383	24	83	441	438	218	239	657	721
TARSL2	322	313	293	127	62	251	518	550	454	0	2	486	651	29	24	354	419
LOC101081984	316	315	330	89	84	172	27	67	60	162	76	51	55	95	152	41	63
TJP1	34	15	30	12	4	16	3	3	3	22	18	9	4	6	6	1	3
LOC109500546	470	326	423	47	252	398	2805	3303	2547	203	108	2999	3952	190	278	1570	1993
FAM189A1	5	1	2	6	7	6	3	1	0	2	0	0	0	56	75	0	0
LOC102901160	23	16	12	5	22	10	0	0	0	4	12	0	1	114	122	0	0
NSMCE3	2	3	3	1	9	6	2	0	0	0	0	1	0	74	91	0	0
APBA2	484	510	470	286	95	428	366	384	262	0	1	414	604	31	36	186	272
LOC109500547	972	957	859	209	162	707	5	9	7	4	3	5	1	220	232	7	14
MCEE	2	0	2	0	0	1	0	0	0	0	0	0	0	2	2	0	0
MPHOSPH10	222	328	313	179	73	219	307	397	338	94	56	354	493	13	9	256	329
FAN1	670	630	649	325	112	462	741	683	594	0	3	763	1014	274	231	422	526
MTMR10	554	664	521	378	114	441	1180	1357	1108	111	196	1222	1444	170	212	968	1228
LOC111560790	1742	1743	2346	1259	544	1562	488	518	409	3	0	607	695	143	144	311	396
TRPM1	41	40	44	25	16	36	7	4	2	0	0	10	3	10	18	3	4
KLF13	15	20	7	13	23	10	4	36	17	42	22	0	1	349	416	2	0
LOC109500551	10198	9333	9007	4468	1846	8922	2106	2597	2059	14	32	2275	2805	422	322	1553	1809
OTUD7A	0	2	0	3	7	3	0	0	0	0	4	0	0	92	94	0	0
LOC111561081	3	9	4	4	10	2	2	4	5	3	4	18	26	170	186	1	11
CHRNA7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LOC109501143	88	43	133	46	53	53	5	13	5	11	33	9	13	126	162	4	7
MKRN3	1	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0
MAGEL2	3	0	4	4	1	2	4	10	6	1	1	4	3	54	60	9	11
NDN	1	2	2	1	1	3	15	82	67	1	2	11	25	51	51	85	111
LOC109500553	0	0	6	0	3	1	732	850	739	3	1	836	1037	35	19	421	415
SNURF	2	1	1	1	4	1	0	0	0	1	0	0	0	6	9	0	0
SNRPN	280	295	312	106	44	221	281	342	289	0	0	360	455	51	20	242	279
LOC111561238	256	257	218	138	54	191	197	220	153	278	190	219	239	69	47	127	162
LOC111561230	45	48	53	20	8	33	29	26	11	0	0	15	21	6	3	13	15
LOC109500557	31	14	17	20	1	8	10	8	4	0	0	13	17	1	1	3	4
LOC111561236	785	568	644	275	114	442	407	298	200	1	1	318	404	60	48	216	276
LOC109500556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102899068	470	406	393	185	77	307	310	191	160	0	2	216	239	59	28	115	142
LOC111561244	102	75	95	41	20	55	25	39	31	0	0	43	38	18	28	24	32
LOC111561143	1	4	4	1	1	1	0	3	2	0	0	3	3	0	0	2	8
LOC111561135	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0
LOC111556287	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC111561136	4	7	9	1	11	9	45	74	74	94	77	70	57	35	34	71	78
LOC111561137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561138	0	0	0	2	1	1	0	1	1	0	0	1	3	7	4	0	0
LOC111561140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111560792	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
LOC111561134	0	0	2	0	2	0	0	0	0	4	4	0	0	21	24	0	0
LOC111561132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561131	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0
LOC111561133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC111561105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111560793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561114	0	0	0	0	1	0	0	0	0	6	5	0	0	10	5	0	0
LOC111561122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111560794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561125	3	0	0	0	3	0	0	0	0	123	52	0	0	16	16	0	0
LOC111561112	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC111561127	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561126	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0
LOC111561118	1	0	0	0	0	0	0	0	0	3	14	0	0	4	2	0	0
LOC111561119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC109501093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561104	35	6	21	34	16	10	6	18	5	20	12	15	13	55	73	6	8
LOC111561100	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC111561101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC111561113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC111561102	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
LOC111561116	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
LOC111561103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561109	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
LOC111561124	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0
LOC111561120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
LOC111561110	0	0	0	0	1	0	0	0	0	1	0	0	0	2	2	0	0
LOC111561130	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0
LOC111561115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LOC111561129	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC111561121	0	0	0	1	3	0	0	0	0	0	1	0	0	4	5	0	0
LOC111561245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE3A	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP10A	4765	4640	5149	3177	1423	3927	2441	2621	2104	33	46	2595	3235	263	192	1658	2163
LOC109500558	79	226	86	11	67	84	3322	4802	3838	3	5	3895	4711	237	277	2616	3100
TRNAE-UUC_3	4	1	1	1	7	0	7	11	3	62	91	6	6	37	44	3	1
LOC105260611	0	0	0	0	1	0	5	0	1	0	0	1	1	17	25	1	0
LOC102899278	0	1	0	2	4	0	0	0	0	0	0	0	0	17	25	0	0
GABRB3	0	0	1	1	9	1	0	0	0	66	48	0	0	33	44	0	0
LOC111561079	0	2	2	3	14	7	0	0	1	4	15	0	1	117	119	2	3
GABRA5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
GABRG3	5	1	1	2	3	1	0	2	0	82	47	1	0	29	72	32	39
LOC111560978	3	1	6	7	50	5	0	1	0	190	211	0	0	181	206	0	0
OCA2	0	0	0	0	1	0	0	0	0	0	0	0	0	16	14	0	0
LOC111561049	3	3	7	2	17	5	10	46	36	8	12	7	7	140	211	18	20
HERC2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NIPA1	3364	2449	2755	2328	961	2023	2727	2771	2230	277	403	2857	3472	908	911	1763	1907
NIPA2	1764	1566	1800	1099	615	1420	356	342	329	2	6	488	563	88	138	224	288
CYFIP1	1083	1072	1150	611	221	789	2836	2770	2232	32	51	2846	3599	78	66	1982	2510
LOC109500561	831	528	981	496	310	502	2810	3215	2709	15	20	3009	3910	239	216	2406	2843
TUBGCP5	15	4	11	11	12	3	6	4	2	0	0	3	11	50	77	7	5
UBE2Q2	2029	2088	2009	1062	410	1271	1184	1284	966	26	70	1193	1475	169	115	757	884
FBXO22	883	1169	961	456	253	683	2549	2608	2017	35	19	2650	4222	83	76	1890	2064
NRG4	335	424	341	175	80	268	1562	1683	1476	3	2	1591	2113	151	158	1188	1340
LOC111560796	3	7	5	9	8	4	1	0	0	2	2	1	1	34	36	1	1
LOC111560795	1	0	1	0	5	0	0	0	0	70	151	0	0	69	58	0	0
TMEM266	0	0	0	0	6	0	1	0	0	2	29	1	0	4	3	0	0
ETFA	1	0	0	2	5	0	1	1	0	2	2	0	0	105	111	3	3
LOC109501146	862	1063	1042	481	204	911	1963	2024	1650	5	1	1874	2601	165	93	1448	1701
ISL2	6	1	1	2	18	2	0	0	0	24	74	0	0	60	74	0	0
SCAPER	1	4	2	2	6	0	0	0	0	0	0	2	2	60	72	0	0
LOC111561038	1479	1311	1300	787	275	791	235	298	244	40	27	348	423	263	231	187	249
LOC111561139	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
RCN2	0	2	0	0	4	1	0	1	1	29	78	32	35	2	13	5	3
PSTPIP1	340	397	385	224	71	269	915	1067	871	0	0	1092	1538	83	93	599	732
TSPAN3	3260	2006	3340	1238	682	2096	0	0	0	1	6	0	1	658	316	0	0
LOC102900282	1942	2058	2000	1071	364	1583	4168	4731	3865	156	96	4422	5574	46	40	4431	5534
PEAK1	1	3	3	2	5	1	0	4	2	1	0	5	5	58	72	3	3
HMG20A	739	615	586	766	232	503	4285	5815	4495	74	73	3498	4144	519	558	3453	4376
LOC111560797	815	892	836	606	233	634	1271	1432	1209	1	3	1343	1763	237	243	851	1018
LOC111560979	8	2	1	5	13	6	12	13	6	13	36	2	3	134	181	4	14
LINGO1	0	1	1	0	8	0	0	0	0	0	2	0	0	21	23	0	0
LOC109500564	0	2	1	8	11	2	17	42	38	1	3	22	28	83	121	75	54
ODF3L1	3	0	0	0	8	1	0	0	0	2	3	0	0	30	35	0	0
LOC102900556	1	0	0	0	3	0	1	0	0	2	1	0	2	43	50	0	0
CSPG4	1	0	5	1	4	1	0	1	1	0	0	0	0	46	53	0	0
SNX33	53	19	44	56	67	21	3691	3556	3155	5	3	4492	4540	343	392	2637	3095
SNUPN	92	66	134	40	51	100	2293	2586	2327	208	86	2267	2453	155	186	2195	2373
IMP3	339	398	396	205	99	287	802	852	757	45	14	761	1027	332	366	615	715
PTPN9	490	561	552	313	122	447	511	570	489	0	0	535	637	88	46	517	589
SIN3A	832	675	930	534	171	586	1909	2091	1667	34	81	1723	2139	379	320	1524	1847
MAN2C1	1648	1385	1293	1345	471	958	499	482	410	26	37	608	734	520	568	311	371
NEIL1	1136	723	797	359	170	499	899	931	838	1	51	845	881	216	226	410	485
COMMD4	821	843	652	280	137	398	305	389	346	63	31	283	310	168	132	227	384
LOC109500568	265	223	266	131	59	176	404	478	441	114	121	456	570	46	41	276	287
CB3H15orf39	13	3	7	7	2	5	1	0	0	0	0	3	1	13	16	0	1
LOC109501148	319	201	299	148	71	181	233	182	174	0	1	343	427	90	77	128	156
PPCDC	0	0	2	0	5	0	0	0	0	0	1	0	0	24	19	0	0
SCAMP5	160	154	151	125	45	136	180	229	185	10	19	179	260	127	101	174	195
RPP25	78	106	101	31	20	42	238	222	230	6	1	360	432	143	181	241	315
LOC101081808	91	65	65	26	18	40	13	7	19	1	0	13	8	49	47	7	9
FAM219B	1436	1419	1947	1136	439	1299	1259	1262	1077	0	0	1557	2035	51	28	1012	1138
MPI	793	786	672	365	168	484	419	396	270	23	41	493	627	114	119	362	445
LOC109500570	633	628	712	348	122	455	384	281	266	2	1	604	680	105	147	217	286
SCAMP2	10	8	10	7	7	9	2	1	3	0	1	5	2	32	28	3	0
ULK3	2157	2203	2421	1011	447	1530	1507	1598	1458	5	8	1820	2346	218	217	1445	1481
CPLX3	1116	1042	907	409	149	738	217	199	157	2	1	252	315	168	149	94	113
LMAN1L	1	6	7	2	8	2	0	0	0	0	1	0	0	44	65	0	0
CSK	61	28	62	52	17	18	5	0	0	3	2	1	0	69	56	0	0
CYP1A2	6190	5404	5486	4629	1584	5107	558	486	404	5	2	628	789	939	547	303	345
CYP1A1	2	3	3	3	6	2	0	0	0	1	3	0	0	116	139	0	1
EDC3	4	2	4	0	8	1	404	187	202	31	87	92	65	117	155	280	287
CLK3	634	537	504	326	156	427	403	377	314	8	3	522	508	263	264	219	245
LOC109500571	1205	1025	1113	565	224	775	667	717	578	3	12	813	995	252	171	442	549
ARID3B	402	280	300	197	98	274	84	92	71	3	2	81	107	171	182	65	97
UBL7	695	689	684	460	155	488	11	20	21	87	39	27	38	235	184	34	41
SEMA7A	675	672	699	392	161	551	936	1056	948	3	0	1144	1155	167	152	786	873
LOC109501149	431	400	519	457	166	495	1	1	0	3	6	7	5	107	146	0	2
LOC109500573	3	2	1	8	1	2	0	0	0	0	0	0	0	5	13	0	0
LOC101085980	1	0	0	0	1	0	0	0	0	0	0	0	0	32	37	0	0
CCDC33	5	3	3	1	7	3	0	0	0	0	0	0	0	114	112	0	5
STRA6	6	4	4	3	29	5	3	0	0	12	21	1	0	209	255	0	1
ISLR	6	0	4	4	33	0	23	1	0	1	1	7	15	133	162	0	4
ISLR2	12	2	4	2	17	9	1512	887	826	0	0	232	223	92	88	484	538
PML	4	5	2	4	18	2	3	9	3	0	0	5	4	77	108	22	18
STOML1	642	584	490	499	302	486	76	81	71	37	26	84	93	279	227	80	77
LOXL1	455	330	367	271	118	377	775	877	864	6	20	890	972	110	84	714	790
TBC1D21	7	3	6	0	7	3	6212	7572	6757	0	0	9215	9940	54	62	4248	5567
LOC109500578	1	1	0	1	10	2	0	0	0	65	24	0	0	51	68	0	0
LOC109500577	2	0	2	5	2	0	0	0	0	0	0	0	0	6	13	0	0
CB3H15orf59	2	0	0	1	2	5	0	1	2	7	6	0	0	49	67	0	1
CD276	1	1	3	2	5	0	439	591	581	0	0	678	666	39	23	435	542
NPTN	8	2	3	6	15	2	594	707	592	0	1	703	844	172	134	284	309
REC114	7316	7881	9834	5306	1683	6662	11546	11530	9645	67	122	12787	16706	198	179	10682	13602
HCN4	7	3	3	8	5	1	5	4	2	2	0	7	5	37	52	4	6
NEO1	0	2	1	0	13	3	0	0	2	2	1	0	0	97	84	1	0
LOC109500582	4	8	4	5	27	5	697	1080	978	86	54	831	871	272	256	436	613
LOC109500581	1	0	0	1	5	2	0	0	0	16	24	0	0	29	29	0	0
LOC111561015	1	1	5	2	4	3	3	6	4	0	1	1	9	6	6	1	2
ADPGK	0	0	0	0	2	0	0	0	0	0	0	0	0	10	13	0	0
BBS4	1377	1217	1281	837	273	987	2732	2386	2103	1	2	2187	2814	153	102	1806	2274
ARIH1	130	172	109	45	34	81	510	586	467	59	47	463	550	195	254	322	379
LOC111561057	2943	2580	2550	1626	573	1858	3028	3219	2542	146	99	3542	4665	389	307	1940	2486
TMEM202	5	3	1	6	4	1	2	0	1	0	0	1	0	0	0	0	1
HEXA	13	13	15	7	32	14	20	26	19	49	40	17	18	209	247	4	14
CELF6	788	501	848	377	258	562	1902	1761	1580	44	62	1409	1743	166	151	1099	1276
PARP6	4	2	5	3	15	5	4	3	1	3	6	2	7	125	126	5	9
LOC102900889	14834	9733	16144	13387	4178	13849	22759	14716	13425	6	8	34896	42630	1365	1032	16583	19267
LOC109500585	49	27	27	25	22	36	24	8	7	3	15	18	33	118	125	9	11
LOC109500586	3	2	1	1	0	2	4	6	6	1	1	5	5	21	32	2	3
GRAMD2A	1	1	5	2	3	0	2	0	0	0	0	1	3	11	10	0	3
LOC111560798	118	90	80	47	27	99	262	219	200	4	2	199	222	129	148	122	180
SENP8	5	1	0	1	7	2	9	9	8	11	7	13	29	21	52	2	7
MYO9A	43	52	54	21	5	36	64	72	58	0	0	66	87	12	29	31	27
LOC111560944	3589	2907	3543	2562	1012	2532	2370	2507	1939	94	94	2797	3678	476	424	1532	1999
LOC111561048	3	0	1	0	3	4	1	1	2	0	0	1	1	8	8	0	0
NR2E3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC109501150	3	1	4	1	13	1	0	3	2	0	0	0	0	72	59	1	1
THSD4	1	0	1	0	3	0	0	0	0	41	51	0	0	23	23	0	0
LOC109500588	4	0	13	2	23	1	1089	896	704	9	42	1411	1499	244	235	185	242
LOC109501151	0	0	1	3	8	0	0	3	2	1	1	2	2	29	19	0	2
LRRC49	2	2	0	2	3	1	4	0	3	1	0	9	5	8	10	0	1
THAP10	5	19	3	5	6	2	349	402	293	4	1	363	476	173	182	184	255
LARP6	3	6	6	1	2	1	86	105	98	1	13	79	123	45	36	49	95
LOC111560799	3	1	0	0	7	0	3920	2836	2504	0	0	4537	5345	31	57	1682	2064
UACA	2	0	0	1	8	3	17	36	29	1	1	15	13	37	74	22	15
LOC109500590	8	7	5	9	18	4	1798	3651	3003	1	27	2469	3049	126	219	3936	4169
LOC109500591	5	0	2	3	11	1	0	1	0	28	83	0	0	31	37	0	2
LOC109500593	2	1	2	0	2	0	0	0	0	0	0	0	0	33	24	0	0
LOC109500595	8	2	4	5	6	10	0	0	0	0	1	0	0	47	47	0	0
LOC109501154	2	0	1	1	11	6	0	0	0	0	3	0	0	36	45	0	0
LOC109500596	13	33	40	8	5	22	0	0	0	2	0	0	0	9	5	0	0
LOC111560980	12	7	15	6	22	27	2	0	1	1	8	0	0	46	39	0	0
TLE3	0	96	63	32	9	41	0	0	0	0	1	0	0	6	4	0	0
LOC109500598	2179	2128	2266	952	407	1759	466	432	406	8	3	515	584	325	185	222	274
LOC109500599	24	23	20	9	13	23	0	0	0	1	0	0	1	6	26	1	0
LOC111560800	10	6	10	5	4	13	0	0	0	1	1	0	0	8	14	0	0
LOC109501155	0	0	1	0	0	0	0	0	0	0	1	0	0	24	25	0	0
LOC109500601	2	0	0	2	3	0	0	0	0	11	7	0	0	15	24	0	0
LOC111560981	1	0	2	0	2	0	1	0	0	0	0	0	0	78	91	0	0
LOC102901951	41	35	26	5	8	40	0	0	0	0	2	0	0	9	10	0	0
LOC109500602	5	23	5	16	10	9	0	1	0	0	1	0	0	34	36	0	0
LOC111560801	8	34	4	7	0	11	0	0	0	8	11	0	0	49	55	1	0
LOC111560802	137	409	114	92	8	146	0	0	0	15	9	2	0	17	41	0	2
LOC109500604	0	1	0	2	1	0	0	0	0	0	0	0	0	31	52	0	0
RPLP1	1	0	2	0	9	1	0	0	0	0	0	0	0	34	48	0	0
LOC105260622	15413	15839	18193	12097	4680	13154	15802	13608	12536	1	3	16302	20165	572	325	9990	11301
KIF23	105	104	81	68	45	69	56	76	46	1	3	72	101	61	73	48	64
PAQR5	129	174	139	122	55	122	145	22	14	252	211	79	122	209	187	10	22
GLCE	227	256	191	93	49	174	10	12	11	6	2	11	20	122	102	1	0
LOC111556249	1474	727	970	390	201	545	612	779	639	315	298	681	946	96	88	464	494
LOC109500608	3	0	0	0	2	1	0	0	0	0	1	1	0	50	44	0	1
NOX5	1	0	2	1	3	0	0	0	0	18	16	0	0	36	59	0	0
SPESP1	5	2	3	3	13	0	0	0	0	11	13	0	1	135	148	0	0
LOC109500610	8	9	1	2	4	2	3	1	1	0	1	2	6	32	31	6	12
LOC111561059	2	0	0	2	5	0	0	0	0	43	27	0	0	34	65	0	0
LOC111560803	0	1	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0
ANP32A	153	119	125	76	23	125	60	65	50	3	11	72	77	99	102	40	29
CORO2B	688	691	686	398	120	513	530	402	367	5	19	591	1000	342	274	283	248
LOC102899177	7	1	8	9	14	3	50	62	62	3	0	61	93	165	172	82	93
LOC102899238	2	0	4	3	17	0	3	4	3	26	18	8	8	80	86	6	7
LOC102899263	14	10	32	10	12	10	62	96	79	0	3	95	128	29	31	129	160
ITGA11	0	0	3	1	4	2	80	43	47	1	2	96	142	46	69	33	44
FEM1B	15	3	5	11	25	2	5754	7174	6261	48	26	5507	6001	195	191	2699	2879
LOC111560804	3050	2940	2469	1406	588	2120	2295	3242	2583	3	0	2877	3759	239	173	1514	1826
CLN6	15	1	11	5	7	4	2	3	3	123	66	6	2	17	19	1	3
CALML4	206	200	289	108	43	150	135	92	81	1	1	213	245	107	77	181	180
LOC111556187	44	36	47	9	7	28	3	8	7	0	0	6	10	43	35	12	14
PIAS1	56	46	40	17	8	31	14	13	6	2	0	13	16	23	16	26	38
LOC102899484	2213	2345	2014	1411	509	1544	473	558	425	71	112	489	659	230	177	330	411
LOC109500613	1	0	2	3	5	0	4	1	2	16	9	4	3	35	69	3	2
LOC111561025	5	3	9	8	4	2	6	2	3	0	1	5	7	34	38	0	0
SKOR1	1	8	4	1	2	2	1	2	0	0	0	0	1	3	0	0	1
MAP2K5	2	3	2	1	9	2	0	0	0	4	0	0	0	96	108	0	0
LOC111560805	511	373	522	393	143	294	434	530	474	13	5	553	695	140	157	266	362
CB3H15orf61	15	3	5	28	6	7	1	0	1	0	0	1	1	5	16	0	5
